long,lat,ps_q_test_data,ps_q_predicted,residual
-128.71,48.45,-10.74924183,-10.749217827673649,-2.4002326352245973e-05
-126.98,48.43,-47.87159729,-47.35142363902562,-0.5201736509743782
-128.6,47.92,-5.80466938,-5.8064727706414,0.0018033906413998935
-128.63,48.45,-10.74924183,-10.710544521551153,-0.03869730844884778
-128.55,47.92,-5.80466938,-5.806516294732586,0.0018469147325861357
-127.8,47.75,-0.975069642,-0.43489394823158295,-0.540175693768417
-128.65,48.42,0.947541118,0.9012245158121284,0.04631660218787159
-128.71,48.46,-10.74924183,-10.749217827673649,-2.4002326352245973e-05
-128.63,48.48,-10.74924183,-10.277604789849903,-0.4716370401500978
-127.66,47.83,-0.419886947,-0.388140475661908,-0.031746471338092
-127.76,47.78,-0.975069642,-0.9730554874810351,-0.002014154518964917
-128.71,48.46,-10.74924183,-10.749217827673649,-2.4002326352245973e-05
-128.57,47.89,-5.80466938,-5.806516294732586,0.0018469147325861357
-127.79,47.71,1.003651619,1.0322994179559455,-0.02864779895594549
-128.63,47.94,-8.577288628,-8.47612439200684,-0.10116423599315993
-128.71,48.46,-10.74924183,-10.749217827673649,-2.4002326352245973e-05
-128.7,48.31,0.947541118,0.5679231495221163,0.37961796847788365
-128.61,47.93,-5.80466938,-5.8064727706414,0.0018033906413998935
-128.64,47.91,-8.577288628,-8.783392310378174,0.2061036823781741
-128.67,48.44,-10.74924183,-10.740262141398535,-0.008979688601465696
-128.65,47.91,-8.577288628,-8.312406269530063,-0.26488235846993646
-128.69,48.44,-10.74924183,-10.740262141398535,-0.008979688601465696
-127.77,47.72,1.003651619,0.9402201234647108,0.06343149553528915
-128.64,48.47,-10.74924183,-10.877238687091433,0.12799685709143205
-129.1,47.95,4.241880417,4.15248715950854,0.08939325749145954
-127.75,47.72,1.003651619,0.6626213773703137,0.3410302416296863
-128.68,47.89,-8.577288628,-8.595288989203063,0.01800036120306281
-128.71,48.46,-10.74924183,-10.749217827673649,-2.4002326352245973e-05
-128.81,47.95,-10.49689579,-9.398826515976559,-1.098069274023441
-126.61,48.16,-45.47949982,-46.57824739488345,1.098747574883447
-128.68,48.38,0.947541118,0.8736536201839245,0.07388749781607551
-127.54,47.83,-0.675474346,-0.4173752107223273,-0.2580991352776727
-128.65,48.45,-10.74924183,-10.741032912257188,-0.008208917742813071
-127.75,47.7,1.003651619,0.8111080984174174,0.19254352058258262
-126.35,48.31,-18.40250206,-14.644344048367913,-3.758158011632087
-129.09,47.95,-1.580559015,-1.394235704341416,-0.18632331065858398
-128.67,48.42,0.947541118,0.9013183234884232,0.04622279451157674
-128.64,48.45,-10.74924183,-10.706405160004776,-0.04283666999522495
-127.76,47.78,-0.975069642,-0.9730554874810351,-0.002014154518964917
-128.71,48.46,-10.74924183,-10.749217827673649,-2.4002326352245973e-05
-126.27,48.33,-8.39423275,-13.087387604084041,4.693154854084041
-128.62,48.46,8.065933228,8.067519880476102,-0.0015866524761012357
-128.75,48.39,-3.627408266,-3.610079842572093,-0.017328423427907413
-128.74,47.91,-8.577288628,-8.384021857463985,-0.19326677053601493
-127.73,47.85,-0.518282652,-0.45103098453363105,-0.06725166746636896
-127.69,47.73,-0.419886947,-1.4240035398123536,1.0041165928123537
-127.77,47.72,1.003651619,0.9286874939653764,0.07496412503462357
-128.71,48.46,-10.74924183,-10.749217827673649,-2.4002326352245973e-05
-128.6,47.94,-5.80466938,-5.8064727706414,0.0018033906413998935
-127.67,47.84,-0.419886947,-0.3782331924501603,-0.04165375454983972
-128.62,47.94,-5.80466938,-5.802998994378236,-0.0016703856217636925
-128.49,47.86,-8.135784149,-7.560646585595284,-0.5751375634047156
-128.7,47.92,-8.577288628,-8.59228987738087,0.015001249380869552
-126.81,48.7,-33.3253479,-32.278403256050574,-1.0469446439494234
-128.72,47.9,-8.577288628,-8.510046676500153,-0.06724195149984702
-128.71,48.45,-10.74924183,-10.749217827673649,-2.4002326352245973e-05
-127.76,47.71,1.003651619,0.8799402017080684,0.12371141729193158
-128.68,47.86,-8.577288628,-8.853098499971965,0.2758098719719655
-127.65,47.93,3.032176971,3.091392571679517,-0.05921560067951681
-126.88,48.67,-27.44796753,-27.515824023936357,0.06785649393635751
-127.79,47.71,1.003651619,1.0331899724731202,-0.02953835347312017
-128.68,48.43,-10.74924183,-10.740262141398535,-0.008979688601465696
-128.54,47.92,-5.80466938,-5.788855222711432,-0.01581415728856772
-128.8,48.47,-13.25694942,-13.388361882207906,0.1314124622079067
-128.68,48.39,0.947541118,0.8971789619420452,0.0503621560579548
-128.71,48.45,-10.74924183,-10.749217827673649,-2.4002326352245973e-05
-128.71,47.9,-8.577288628,-8.51300226423116,-0.06428636376884
-128.68,48.47,-10.74924183,-10.743948921307627,-0.0052929086923736435
-126.7,48.11,-42.68918228,-41.87269896290849,-0.8164833170915102
-128.73,48.4,0.947541118,0.7993498372721914,0.14819128072780852
-128.76,48.7,-19.29531097,-21.864196552936985,2.5688855829369857
-127.2,47.9,-11.43339062,-26.20959825825745,14.77620763825745
-127.51,47.82,-0.675474346,-0.31299393020433025,-0.36248041579566975
-126.45,48.23,-40.74657059,-40.77817458724858,0.031603997248581095
-127.81,47.85,3.526834726,2.3110777528558506,1.2157569731441495
-128.5,48.45,-4.410299301,-3.405811971474045,-1.004487329525955
-126.57,48.26,-44.26250076,-43.998956016287764,-0.263544743712238
-128.66,48.44,-10.74924183,-10.732077225982074,-0.01716460401792652
-128.56,47.89,-5.80466938,-5.8021791247391095,-0.002490255260890528
-127.22,47.75,-5.541047096,-8.913812485166238,3.372765389166238
-128.76,48.49,-13.25694942,-13.154100269194664,-0.1028491508053353
-128.7,48.46,-10.74924183,-10.749217827673649,-2.4002326352245973e-05
-128.6,47.88,-5.80466938,-5.86113204986723,0.05646266986722992
-128.68,48.43,-10.74924183,-10.740262141398535,-0.008979688601465696
-128.63,48.46,-10.74924183,-10.710544521551153,-0.03869730844884778
-128.71,48.55,-24.77534676,-23.98181037491192,-0.7935363850880819
-128.72,48.45,-10.74924183,-10.749217827673649,-2.4002326352245973e-05
-127.9,47.86,3.526834726,3.509984652039203,0.016850073960797296
-128.62,47.94,-5.80466938,-5.802998994378236,-0.0016703856217636925
-128.81,47.95,-10.49689579,-9.371800027014345,-1.125095762985655
-128.7,47.89,-8.577288628,-8.595245465111876,0.017956837111876567
-126.91,48.65,-40.77328873,-40.591139980231915,-0.18214874976808204
-128.5,48.45,-4.410299301,-3.405811971474045,-1.004487329525955
-128.67,48.82,-38.92121506,-33.804079357375265,-5.117135702624736
-128.68,48.43,-10.74924183,-10.740262141398535,-0.008979688601465696
-128.67,48.55,-24.77534676,-25.61120721575977,0.835860455759768
-128.68,48.44,-10.74924183,-10.740262141398535,-0.008979688601465696
-128.59,47.93,-5.80466938,-5.8064727706414,0.0018033906413998935
-128.47,48.44,-4.410299301,-4.667593285827037,0.2572939848270366
-128.6,47.93,-5.80466938,-5.8064727706414,0.0018033906413998935
-128.68,48.46,-10.74924183,-10.737528429968734,-0.011713400031267085
-128.64,47.86,-8.577288628,-8.787208200863487,0.2099195728634875
-127.7,47.89,-0.518282652,-0.4650955830098164,-0.053187068990183606
-128.65,47.88,-8.577288628,-8.312362745438877,-0.2649258825611227
-128.55,47.87,-5.80466938,-5.8064727706414,0.0018033906413998935
-127.78,47.77,-0.975069642,-0.9821067993939968,0.007037157393996796
-128.71,48.46,-10.74924183,-10.749217827673649,-2.4002326352245973e-05
-126.53,48.19,-45.47949982,-45.787440284942605,0.30794046494260385
-126.52,48.28,-40.74657059,-42.58280021231517,1.836229622315173
-128.67,48.44,-10.74924183,-10.736122779852158,-0.01311905014784287
-128.71,47.9,-8.577288628,-8.526642436973424,-0.050646191026576304
-128.73,48.35,0.947541118,0.8034891988185695,0.14405191918143045
-127.8,47.69,1.003651619,0.7334520038756094,0.2701996151243906
-128.66,48.47,-10.74924183,-10.963862580785232,0.21462075078523135
-128.61,47.94,-5.80466938,-5.8064727706414,0.0018033906413998935
-127.78,47.71,1.003651619,1.0322994179559455,-0.02864779895594549
-127.78,47.71,1.003651619,1.0408004518065797,-0.03714883280657966
-128.81,48.39,-3.627408266,-3.568956906732993,-0.058451359267007064
-128.94,48.83,-4.243466377,-14.366663519037177,10.123197142037178
-128.54,48.46,8.065933228,6.871535292747217,1.1943979352527831
-127.59,47.91,3.032176971,3.0366134222159067,-0.004436451215906523
-128.84,48.36,-3.627408266,-3.964383982762907,0.3369757167629066
-127.79,47.71,1.003651619,1.0322994179559455,-0.02864779895594549
-126.38,48.26,-23.99115753,-15.035680750741236,-8.955476779258763
-128.75,48.5,-13.25694942,-13.154100269194664,-0.1028491508053353
-129.1,47.95,4.241880417,4.385003535499824,-0.1431231184998243
-128.83,47.92,-10.49689579,-10.356910660781667,-0.13998512921833317
-128.75,48.38,-3.627408266,-3.610079842572093,-0.017328423427907413
-128.73,48.44,-10.74924183,-10.479397332459998,-0.26984449754000295
-128.7,48.43,-10.74924183,-10.740262141398535,-0.008979688601465696
-128.71,48.45,-10.74924183,-10.749217827673649,-2.4002326352245973e-05
-127.78,47.71,1.003651619,1.0345761327315408,-0.030924513731540815
-128.62,47.94,-5.80466938,-5.802998994378236,-0.0016703856217636925
-128.7,48.48,-10.74924183,-10.725801304716164,-0.023440525283836777
-126.5,48.2,-40.74657059,-40.320172357543434,-0.42639823245656316
-127.37,47.78,-4.742084503,-4.906814905577324,0.16473040257732396
-128.64,48.44,-10.74924183,-10.71020887488798,-0.03903295511202032
-128.68,48.43,-10.74924183,-10.740262141398535,-0.008979688601465696
-128.66,48.43,-10.74924183,-10.732077225982074,-0.01716460401792652
-126.39,48.26,-23.99115753,-18.398691032535826,-5.592466497464173
-128.68,48.43,-10.74924183,-10.740262141398535,-0.008979688601465696
-128.83,47.93,-10.49689579,-10.63060052633628,0.13370473633628066
-128.61,47.94,-5.80466938,-5.8064727706414,0.0018033906413998935
-128.66,48.43,-10.74924183,-10.736216587528451,-0.013025242471549348
-127.79,47.71,1.003651619,1.0322994179559455,-0.02864779895594549
-128.59,47.88,-5.80466938,-5.86113204986723,0.05646266986722992
-127.71,47.92,-0.518282652,-0.23850388809309045,-0.2797787639069096
-128.64,48.48,-10.74924183,-10.616660013315663,-0.132581816684338
-128.81,48.36,-3.627408266,-3.4211653981219903,-0.20624286787800994
-128.66,47.9,-8.577288628,-9.162058966456774,0.5847703384567744
-127.71,47.86,-0.518282652,-0.45103098453363105,-0.06725166746636896
-129.5,48.33,0.952193856,1.3974381351361522,-0.4452442791361523
-128.7,48.3,-1.013275385,0.5274587856951315,-1.5407341706951314
-126.38,48.26,-23.99115753,-18.398691032535826,-5.592466497464173
-126.9,48.65,-40.77328873,-40.46201618533611,-0.3112725446638862
-128.71,48.46,-10.74924183,-10.749217827673649,-2.4002326352245973e-05
-128.83,47.92,-10.49689579,-10.43911262879422,-0.057783161205779976
-127.74,47.78,-0.975069642,-0.951358074367499,-0.02371156763250104
-127.78,47.71,1.003651619,1.0322994179559455,-0.02864779895594549
-127.78,47.73,-0.975069642,-0.7843983493897775,-0.19067129261022253
-128.64,48.46,-10.74924183,-10.710544521551153,-0.03869730844884778
-128.7,48.46,-10.74924183,-10.749217827673649,-2.4002326352245973e-05
-128.68,48.43,-10.74924183,-10.740262141398535,-0.008979688601465696
-128.58,47.93,-5.80466938,-5.8064727706414,0.0018033906413998935
-128.71,48.46,-10.74924183,-10.749217827673649,-2.4002326352245973e-05
-128.64,47.95,-8.577288628,-8.60633029644532,0.029041668445319857
-128.78,48.65,-20.98010063,-21.661116330191383,0.6810157001913844
-128.72,48.4,0.947541118,0.8971789619420452,0.0503621560579548
-128.71,48.44,-10.74924183,-10.740262141398535,-0.008979688601465696
-128.9,48.38,2.990579128,3.889871708968755,-0.8992925809687553
-128.71,48.46,-10.74924183,-10.749217827673649,-2.4002326352245973e-05
-128.76,48.44,-13.25694942,-13.353213476063395,0.09626405606339539
-127.62,47.87,3.032176971,2.880534992156199,0.15164197884380126
-128.71,48.46,-10.74924183,-10.749217827673649,-2.4002326352245973e-05
-127.91,47.74,-0.58204329,0.9484149882394803,-1.5304582782394802
-127.76,47.71,1.003651619,1.0193653108264042,-0.015713691826404252
-126.22,48.36,-8.39423275,-9.3421722736845,0.9479395236845001
-128.59,48.47,8.065933228,8.138265953387888,-0.07233272538788782
-126.77,48.07,-23.55309105,-27.86978831990786,4.316697269907863
-128.67,48.41,0.947541118,0.8829052386433357,0.06463587935666426
-128.62,48.48,8.065933228,7.824961271326918,0.24097195667308213
-128.71,48.46,-10.74924183,-10.749217827673649,-2.4002326352245973e-05
-128.68,48.43,-10.74924183,-10.740262141398535,-0.008979688601465696
-128.52,47.92,-5.80466938,-5.571012022444281,-0.23365735755571926
-127.8,47.71,1.003651619,0.5333362110002959,0.47031540799970406
-128.28,48.56,-3.286632776,-5.897823632093416,2.611190856093416
-128.68,48.41,0.947541118,0.8971789619420452,0.0503621560579548
-128.66,48.43,-10.74924183,-10.732077225982074,-0.01716460401792652
-128.65,48.44,-10.74924183,-10.732077225982074,-0.01716460401792652
-128.67,48.46,-10.74924183,-10.749187893478458,-5.393652154239703e-05
