long,lat,q_ps_test_data,q_ps_predicted,residual
-128.71,48.46,615.10439485193,615.1051542517621,-0.0007593998320771789
-127.7844,47.7097,262.38779189237,262.38263610736965,0.005155785000340529
-128.8567,48.43,937.25075677736,946.5696904211064,-9.31893364374639
-128.63,48.46,508.22227635983,508.3614913322357,-0.13921497240568215
-128.64,48.42,465.29943271476,465.33026512220755,-0.030832407447576315
-129.22,48.65333333,533.85669558318,548.3296534498771,-14.47295786669713
-128.72,48.53,615.10439485193,615.1994271249845,-0.09503227305447126
-128.64,48.46,508.22227635983,508.2596559198924,-0.03737956006239074
-128.6833,48.4467,531.15760845266,531.1965218001724,-0.03891334751233444
-128.59,47.9308,437.77934178494,437.8004199768093,-0.02107819186926463
-126.4814,48.2128,193.51597489366,193.55433470219035,-0.03835980853034471
-126.4,48.2497,189.21104853919,189.236878971453,-0.025830432263006742
-128.73,48.47,615.10439485193,615.0763968942518,0.02799795767816704
-128.558,48.45,508.22227635983,508.40762170257125,-0.18534534274124326
-128.6805,48.4358,531.15760845266,531.1536148011463,0.003993651513724217
-128.7,48.44,531.15760845266,531.1622053456241,-0.004596892964059407
-129.095,47.9561,2753.9345346423,2755.517669879414,-1.5831352371137655
-129.097,47.9533,2753.9345346423,2753.876677057282,0.05785758501815508
-127.783,47.7674,266.09179195412,266.0797088800902,0.012083074029817453
-128.71,48.39,531.15760845266,531.1494976156275,0.008110837032518248
-128.73,48.49,615.10439485193,615.0657263661369,0.0386684857930959
-128.6053,47.8995,437.77934178494,437.7745804761891,0.00476130875091485
-128.598,48.4383,465.29943271476,465.37340995434164,-0.0739772395816658
-128.66,48.44,531.15760845266,531.1617371023644,-0.004128649704398413
-128.5667,48.4517,508.22227635983,508.44188969711945,-0.2196133372894451
-128.6826,48.4385,531.15760845266,531.1693935852883,-0.011785132628233441
-128.6857,48.4367,531.15760845266,531.1536148011463,0.003993651513724217
-126.78,48.0683,202.53256737976,202.56512007851657,-0.03255269875657518
-128.67,48.42,531.15760845266,531.1809499915265,-0.023341538866475275
-128.68,48.425,531.15760845266,531.1566858552917,0.0009225973683442135
-128.7017,48.4,531.15760845266,531.1494976156275,0.008110837032518248
-129.094,47.9529,2753.9345346423,2753.651146843695,0.2833877986049629
-128.6883,48.4367,531.15760845266,531.1536148011463,0.003993651513724217
-128.794,47.9175,581.09921225716,581.0996263567672,-0.00041409960715554917
-128.6833,48.4433,531.15760845266,531.4977917179875,-0.34018326532748233
-127.7885,47.71,262.38779189237,262.38263610736965,0.005155785000340529
-127.7657,47.707,262.38779189237,262.38263610736965,0.005155785000340529
-128.824,47.9108,581.09921225716,581.1990678584199,-0.09985560125983284
-127.783,47.7094,262.38779189237,262.38263610736965,0.005155785000340529
-128.65,48.45,615.10439485193,615.0571223852892,0.047272466640833954
-127.759,47.7166,262.38779189237,262.38263610736965,0.005155785000340529
-128.584,47.9498,437.77934178494,438.1047497045745,-0.3254079196344719
-128.83,48.43,649.51371744501,649.7316870992211,-0.21796965421106052
-128.7113,47.9218,495.3203091145,495.33216730020297,-0.011858185702976698
-128.619,47.9377,437.77934178494,437.79960484555863,-0.0202630606186176
-128.7667,48.505,807.68141835452,807.1400065348962,0.5414118196238178
-128.633,47.9502,479.18126926088,479.1719561052469,0.009313155633094539
-128.8285,47.9583,668.06843298537,668.1703682858374,-0.10193530046740307
-128.63,48.48,508.22227635983,508.3505405253923,-0.1282641655623138
-128.6813,48.431,531.15760845266,531.1566858552917,0.0009225973683442135
-127.7834,47.7095,262.38779189237,262.38263610736965,0.005155785000340529
-128.791,47.948,581.09921225716,581.0291894114389,0.07002284572115514
-127.765,47.7223,262.38779189237,262.38263610736965,0.005155785000340529
-128.68,48.43,531.15760845266,531.1566858552917,0.0009225973683442135
-128.5857,47.9293,437.77934178494,437.8004199768093,-0.02107819186926463
-129.15,48.0,891.98777747395,884.8597907090648,7.127986764885236
-128.71,48.4567,615.10439485193,615.1045832708113,-0.0001884188812937282
-128.676,48.4295,531.15760845266,531.1566858552917,0.0009225973683442135
-128.68,48.43,531.15760845266,531.1566858552917,0.0009225973683442135
-126.667,48.1266,197.89847269812,197.89805551625466,0.0004171818653446735
-128.68,48.44,531.15760845266,531.1693935852883,-0.011785132628233441
-128.807,47.9198,581.09921225716,581.1058811039117,-0.006668846751608726
-127.782,47.7035,262.38779189237,262.38263610736965,0.005155785000340529
-127.788,47.7462,262.38779189237,262.38263610736965,0.005155785000340529
-128.579,47.9293,437.77934178494,437.8004199768093,-0.02107819186926463
-127.792,47.7132,262.38779189237,262.38263610736965,0.005155785000340529
-128.689,47.8758,495.3203091145,495.3223942972796,-0.0020851827795809186
-127.656,47.7196,253.08200722473,253.10244621290593,-0.020438988175925488
-128.66,48.47,615.10439485193,614.8732152378748,0.23117961405523602
-127.743,47.7365,253.08200722473,253.10244621290593,-0.020438988175925488
-129.099,47.9467,5015.9146722461,5015.922727254438,-0.008055008337578329
-128.669,47.83,448.73843215919,448.75841183223093,-0.019979673040950274
-127.72,47.8497,257.67515241703,257.7189125755591,-0.043760158529096316
-128.5583,48.45,508.22227635983,508.40762170257125,-0.18534534274124326
-127.792,47.694,262.38779189237,262.38263610736965,0.005155785000340529
-128.6567,48.445,531.15760845266,531.1888653172485,-0.03125686458849941
-126.86,48.675,200.93636013052,200.94969191393952,-0.013331783419516796
-128.85,48.46,807.68141835452,793.1343628315356,14.547055522984465
-128.68,48.42,531.15760845266,531.1566858552917,0.0009225973683442135
-128.71,48.46,615.10439485193,615.1051542517621,-0.0007593998320771789
-129.094,47.9473,5015.9146722461,5015.54909968903,0.3655725570697541
-128.67,48.43,531.15760845266,531.1809499915265,-0.023341538866475275
-128.6818,48.4366,531.15760845266,531.1536148011463,0.003993651513724217
-128.6403,47.867,437.77934178494,437.5072571563652,0.27208462857481663
-128.73,48.45,615.10439485193,614.9255468624698,0.1788479894602233
-128.6833,48.3817,531.15760845266,531.0528419807388,0.1047664719212662
-128.395,48.71166667,427.73725461165,426.47297686853426,1.2642777431157128
-128.71,48.39,531.15760845266,531.1494976156275,0.008110837032518248
-128.76,48.49,807.68141835452,808.1015141096584,-0.4200957551383908
-128.7034,48.4575,615.10439485193,615.1045832708113,-0.0001884188812937282
-127.705,47.8953,264.85829724021,264.83393084347335,0.024366396736638762
-128.7517,48.4733,807.68141835452,810.1859954185056,-2.5045770639856073
-127.786,47.6879,262.38779189237,262.38263610736965,0.005155785000340529
-129.093,47.9543,2753.9345346423,2754.909396191579,-0.9748615492790123
-127.824,47.752,266.09179195412,264.81127066069905,1.2805212934209749
-128.6819,48.4316,531.15760845266,531.1566858552917,0.0009225973683442135
-128.7967,48.465,807.68141835452,810.5552021473605,-2.873783792840527
-128.64,48.46,508.22227635983,508.2596559198924,-0.03737956006239074
-129.092,47.9532,2753.9345346423,2754.223242431908,-0.28870778960799726
-126.87,48.6631,200.93636013052,200.94969191393952,-0.013331783419516796
-128.6805,48.4297,531.15760845266,531.1566858552917,0.0009225973683442135
-126.88,48.6667,200.93636013052,200.94969191393952,-0.013331783419516796
-128.7076,48.4572,615.10439485193,615.1045832708113,-0.0001884188812937282
-127.79,47.7691,266.09179195412,266.11805780878257,-0.026265854662540278
-128.5672,47.8933,437.77934178494,437.7745804761891,0.00476130875091485
-128.608,48.4567,508.22227635983,508.2014396188845,0.020836740945526344
-128.6483,48.4633,508.22227635983,509.45347590247854,-1.2311995426485396
-128.64,48.48,508.22227635983,508.538944314295,-0.31666795446500373
-128.796,47.9167,581.09921225716,581.0996263567672,-0.00041409960715554917
-129.093,47.9538,2753.9345346423,2754.3407387895354,-0.40620414723525755
-126.406,48.2469,189.21104853919,189.236878971453,-0.025830432263006742
-128.67,48.4,531.15760845266,531.1809499915265,-0.023341538866475275
-128.707,47.9205,495.3203091145,495.3152060576154,0.005103056884593116
-126.886,48.6556,200.93636013052,200.94969191393952,-0.013331783419516796
-127.3255,47.7705,229.06340145183,229.05761684472535,0.005784607104658335
-128.6367,48.4667,508.22227635983,508.13704429811946,0.08523206171054198
-126.82,48.695,197.26029061145,196.46087510442587,0.799415507024122
-127.772,47.7378,262.38779189237,262.38263610736965,0.005155785000340529
-129.097,47.9553,2753.9345346423,2752.0856584885173,1.8488761537828395
-129.093,47.9547,2753.9345346423,2754.909396191579,-0.9748615492790123
-128.728,47.9038,495.3203091145,495.4689714837926,-0.14866236929259458
-129.4666667,48.63833333,405.75570250829,411.5257780396172,-5.770075531327166
-128.686,48.5717,705.61038376803,706.634708717864,-1.0243249498339537
-127.703,47.8475,257.67515241703,257.66311249085976,0.012039926170245963
-127.775,47.6907,262.38779189237,262.38263610736965,0.005155785000340529
-127.763,47.7637,266.09179195412,266.0797088800902,0.012083074029817453
-127.6577,47.8542,264.85829724021,264.8449276647626,0.013369575447370607
-126.484,48.2114,193.51597489366,193.55433470219035,-0.03835980853034471
-128.7099,48.4567,615.10439485193,615.1045832708113,-0.0001884188812937282
-128.588,47.9135,437.77934178494,437.7745804761891,0.00476130875091485
-126.532,48.1896,193.51597489366,193.54363600391105,-0.027661110251045784
-128.7056,48.4606,615.10439485193,615.1051542517621,-0.0007593998320771789
-129.2183333,48.80333333,640.46435999621,685.768407910813,-45.304047914603075
-128.61,48.46,508.22227635983,508.3614913322357,-0.13921497240568215
-128.7081,48.4524,615.10439485193,615.1045832708113,-0.0001884188812937282
-127.5923,47.9113,254.60619139326,254.76496354613732,-0.15877215287733293
-128.6967,48.46,615.10439485193,615.1051542517621,-0.0007593998320771789
-128.587,47.9599,479.18126926088,479.17277123649757,0.008498024382447511
-128.7467,48.4683,615.10439485193,615.9043378251953,-0.7999429732652743
-127.784,47.7125,262.38779189237,262.38263610736965,0.005155785000340529
-128.684,48.4296,531.15760845266,531.1566858552917,0.0009225973683442135
-128.5362,47.9215,397.83439275395,396.86403584495116,0.9703569089988378
-128.685,48.4767,615.10439485193,615.1318330199033,-0.02743816797328691
-128.7433,48.5067,615.10439485193,615.7570152548695,-0.652620402939533
-127.741,47.8403,257.67515241703,257.66311249085976,0.012039926170245963
-128.7089,48.459,615.10439485193,615.1045832708113,-0.0001884188812937282
-127.395,47.7858,233.35611510341,233.24091225052675,0.11520285288324317
