long,lat,bathy
-127.2354167,45.01875,-2893
-127.23125,45.01875,-2892
-127.2270833,45.01875,-2891
-127.2229167,45.01875,-2888
-127.21875,45.01875,-2888
-127.2145833,45.01875,-2885
-127.2104167,45.01875,-2884
-127.20625,45.01875,-2885
-127.2020833,45.01875,-2883
-127.1979167,45.01875,-2881
-127.19375,45.01875,-2878
-127.1895833,45.01875,-2867
-127.1854167,45.01875,-2867
-127.18125,45.01875,-2867
-127.1770833,45.01875,-2867
-127.1729167,45.01875,-2865
-127.16875,45.01875,-2863
-127.1645833,45.01875,-2862
-127.1604167,45.01875,-2861
-127.15625,45.01875,-2859
-127.1520833,45.01875,-2858
-127.1479167,45.01875,-2857
-127.14375,45.01875,-2856
-127.1395833,45.01875,-2856
-127.1354167,45.01875,-2855
-127.13125,45.01875,-2854
-127.1270833,45.01875,-2853
-127.1229167,45.01875,-2853
-127.11875,45.01875,-2852
-127.1145833,45.01875,-2852
-127.1104167,45.01875,-2851
-127.10625,45.01875,-2852
-127.1020833,45.01875,-2852
-127.0979167,45.01875,-2852
-127.09375,45.01875,-2851
-127.0895833,45.01875,-2850
-127.0854167,45.01875,-2849
-127.08125,45.01875,-2846
-127.0770833,45.01875,-2845
-127.0729167,45.01875,-2846
-127.06875,45.01875,-2846
-127.0645833,45.01875,-2844
-127.0604167,45.01875,-2843
-127.05625,45.01875,-2842
-127.0520833,45.01875,-2842
-127.0479167,45.01875,-2842
-127.04375,45.01875,-2842
-127.0395833,45.01875,-2843
-127.0354167,45.01875,-2843
-127.03125,45.01875,-2843
-127.0270833,45.01875,-2843
-127.0229167,45.01875,-2843
-127.01875,45.01875,-2843
-127.0145833,45.01875,-2844
-127.0104167,45.01875,-2844
-127.00625,45.01875,-2844
-127.0020833,45.01875,-2844
-127.4979167,45.02291667,-2969
-127.49375,45.02291667,-2968
-127.4895833,45.02291667,-2970
-127.4854167,45.02291667,-2972
-127.48125,45.02291667,-2972
-127.4770833,45.02291667,-2973
-127.4729167,45.02291667,-2971
-127.46875,45.02291667,-2971
-127.4645833,45.02291667,-2972
-127.4604167,45.02291667,-2974
-127.45625,45.02291667,-2974
-127.4520833,45.02291667,-2974
-127.4479167,45.02291667,-2975
-127.44375,45.02291667,-2975
-127.4395833,45.02291667,-2974
-127.4354167,45.02291667,-2974
-127.43125,45.02291667,-2974
-127.4270833,45.02291667,-2974
-127.4229167,45.02291667,-2975
-127.41875,45.02291667,-2973
-127.4145833,45.02291667,-2972
-127.4104167,45.02291667,-2972
-127.40625,45.02291667,-2969
-127.4020833,45.02291667,-2950
-127.3979167,45.02291667,-2940
-127.39375,45.02291667,-2929
-127.3895833,45.02291667,-2923
-127.3854167,45.02291667,-2920
-127.38125,45.02291667,-2913
-127.3770833,45.02291667,-2905
-127.3729167,45.02291667,-2900
-127.36875,45.02291667,-2899
-127.3645833,45.02291667,-2898
