lat,long,age,q_ihfc,q_ps,q_stein,FA,ps_z,stein_z,bathy
43.83,-121.25,9.5827484,96,152.8324644,164.74989,69.37815094,3583.460511,3729.894533,1747
38.92,-122.88,17.834578,146,112.0286855,120.7643525,29.22932434,3978.085182,4141.43169,493
38.9,-122.87,17.834578,181,112.0286855,120.7643525,29.22932434,3978.085182,4141.43169,644
38.75,-122.59,17.580811,154,112.8343175,121.6328054,18.75132561,3967.531719,4130.425936,341
38.73,-122.61,17.580811,157,112.8343175,121.6328054,36.47542191,3967.531719,4130.425936,431
38.87,-122.91,17.834578,202,112.0286855,120.7643525,48.62863159,3978.085182,4141.43169,789
38.89,-122.9,17.834578,239,112.0286855,120.7643525,29.22932434,3978.085182,4141.43169,806
40.61,-119.4,16.676729,98,115.8524502,124.8862831,-27.88883018,3929.300284,4090.556011,1751
40.62,-119.37,16.676729,76.4,115.8524502,124.8862831,-27.88883018,3929.300284,4090.556011,1813
38.89,-122.9,17.834578,164,112.0286855,120.7643525,29.22932434,3978.085182,4141.43169,806
38.9,-122.91,17.834578,153,112.0286855,120.7643525,48.62863159,3978.085182,4141.43169,822
38.8,-122.89,17.725136,153,112.374008,121.1366023,37.64468002,3973.543064,4136.694909,361
38.8,-122.59,17.580811,144,112.8343175,121.6328054,18.75132561,3967.531719,4130.425936,409
38.9,-122.57,17.580811,161,112.8343175,121.6328054,21.14631844,3967.531719,4130.425936,481
38.9,-122.56,17.580811,164,112.8343175,121.6328054,21.14631844,3967.531719,4130.425936,494
38.71,-122.68,17.580811,160,112.8343175,121.6328054,18.10768318,3967.531719,4130.425936,864
42.19,-121.71,8.7200031,105,160.214692,172.707762,3.540222883,3533.537798,3677.832275,1262
42.03,-120.3,18.00329,97,111.5025297,120.1971686,43.47267532,3985.05994,4148.705366,1487
44.77,-122.56,9.8749847,67,150.5540502,162.2938117,-47.82718277,3599.857093,3746.993826,229
46.61,-120.38,9.7773581,42,151.3038218,163.1020483,-33.21891403,3594.406856,3741.310007,1383
43.8,-123.88,9.5827484,36.8,152.8324644,164.74989,32.81764984,3583.460511,3729.894533,57
43.21,-123.25,9.2272873,25,155.7484156,167.8932185,0.504339039,3563.175759,3708.740434,189
43.21,-123.25,9.2272873,25,155.7484156,167.8932185,0.504339039,3563.175759,3708.740434,189
46.54,-122.48,9.6252508,32,152.4946585,164.385743,-11.95248985,3585.860591,3732.397473,199
40.77,-119.13,16.524179,242.2,116.3859923,125.4614292,-13.53714085,3922.74802,4083.722935,1842
40.77,-119.17,16.676729,21,115.8524502,124.8862831,-13.53714085,3929.300284,4090.556011,1842
40.77,-119.15,16.676729,406,115.8524502,124.8862831,-13.53714085,3929.300284,4090.556011,1842
40.77,-119.15,16.676729,1302,115.8524502,124.8862831,-13.53714085,3929.300284,4090.556011,1842
40.77,-119.15,16.676729,924,115.8524502,124.8862831,-13.53714085,3929.300284,4090.556011,1842
40.77,-119.15,16.676729,84,115.8524502,124.8862831,-13.53714085,3929.300284,4090.556011,1842
40.71,-119.29,16.676729,71,115.8524502,124.8862831,-1.788173914,3929.300284,4090.556011,1765
40.77,-119.22,16.676729,59,115.8524502,124.8862831,-20.22464371,3929.300284,4090.556011,1842
39.52,-119.75,16.215477,127.7,117.4886178,126.6500343,-17.4012146,3909.395591,4069.798259,743
40.82,-119.17,16.676729,92,115.8524502,124.8862831,-13.53714085,3929.300284,4090.556011,1638
40.84,-119.14,16.676729,109,115.8524502,124.8862831,-13.53714085,3929.300284,4090.556011,1556
40.8,-119.13,16.676729,67,115.8524502,124.8862831,-13.53714085,3929.300284,4090.556011,1683
40.77,-119.18,16.676729,88,115.8524502,124.8862831,-20.22464371,3929.300284,4090.556011,1842
45.6,-119.6,9.5370016,59,153.198577,165.1445509,-43.9274559,3580.871267,3727.194321,299
45.9,-122.66,9.5405912,42,153.1697542,165.1134806,-17.16711617,3581.074661,3727.406432,143
40.55,-124.18,9.0263643,77.51,157.4723216,169.7515496,-46.74324799,3551.536793,3696.602655,67
40.77,-119.25,16.676729,67,115.8524502,124.8862831,-20.22464371,3929.300284,4090.556011,1842
42.49,-123.38,8.1746902,40,165.4721872,178.3752212,-10.87535667,3500.69953,3643.586653,358
40.65,-119.35,16.676729,210,115.8524502,124.8862831,-27.88883018,3929.300284,4090.556011,1753
39.97,-119.03,16.215477,188.6,117.4886178,126.6500343,5.891718864,3909.395591,4069.798259,1338
39.99,-119.35,16.215477,180.9,117.4886178,126.6500343,-16.27442932,3909.395591,4069.798259,1313
40,-119.07,16.215477,191.1,117.4886178,126.6500343,18.20953751,3909.395591,4069.798259,1270
39.98,-119.04,16.215477,145.2,117.4886178,126.6500343,5.891718864,3909.395591,4069.798259,1258
39.98,-119.01,16.215477,173.3,117.4886178,126.6500343,5.891718864,3909.395591,4069.798259,1258
39.96,-119.07,16.215477,81.5,117.4886178,126.6500343,18.20953751,3909.395591,4069.798259,1300
39.96,-119.06,16.215477,81.5,117.4886178,126.6500343,18.20953751,3909.395591,4069.798259,1300
39.38,-119.73,16.215477,4252.5,117.4886178,126.6500343,5.977461815,3909.395591,4069.798259,847
39.4,-119.75,16.215477,3950,117.4886178,126.6500343,5.977461815,3909.395591,4069.798259,873
39.39,-119.75,16.215477,2780,117.4886178,126.6500343,5.977461815,3909.395591,4069.798259,809
39.39,-119.75,16.215477,3584,117.4886178,126.6500343,5.977461815,3909.395591,4069.798259,809
39.39,-119.75,16.215477,3088,117.4886178,126.6500343,5.977461815,3909.395591,4069.798259,809
39.4,-119.75,16.215477,4585,117.4886178,126.6500343,5.977461815,3909.395591,4069.798259,873
39.39,-119.77,16.215477,3296,117.4886178,126.6500343,2.469632149,3909.395591,4069.798259,809
39.39,-119.75,16.215477,8052.5,117.4886178,126.6500343,5.977461815,3909.395591,4069.798259,809
39.39,-119.75,16.215477,231,117.4886178,126.6500343,5.977461815,3909.395591,4069.798259,809
39.39,-119.75,16.215477,1688.4,117.4886178,126.6500343,5.977461815,3909.395591,4069.798259,809
39.59,-119.11,16.215477,139.2,117.4886178,126.6500343,-20.9081974,3909.395591,4069.798259,1287
38.87,-122.73,17.725136,278,112.374008,121.1366023,30.45727158,3973.543064,4136.694909,939
38.92,-122.8,17.834578,334,112.0286855,120.7643525,29.22932434,3978.085182,4141.43169,631
41.86,-123.37,8.7200031,36,160.214692,172.707762,-49.16899872,3533.537798,3677.832275,896
44.61,-123.3,9.8749847,44,150.5540502,162.2938117,34.0663414,3599.857093,3746.993826,232
45.65,-121.47,9.5370016,41,153.198577,165.1445509,-36.9323616,3580.871267,3727.194321,619
44.59,-120.92,9.8749847,85,150.5540502,162.2938117,31.81876373,3599.857093,3746.993826,1019
39.41,-119.75,16.215477,2262.3,117.4886178,126.6500343,5.977461815,3909.395591,4069.798259,719
42.46,-121.37,8.7200031,48.3,160.214692,172.707762,9.680673599,3533.537798,3677.832275,1310
42.46,-121.37,8.7200031,64,160.214692,172.707762,9.680673599,3533.537798,3677.832275,1310
39.5,-119.75,16.215477,97.9,117.4886178,126.6500343,-17.4012146,3909.395591,4069.798259,1055
42.22,-120.35,8.7200031,1426,160.214692,172.707762,-25.04924774,3533.537798,3677.832275,1640
42.22,-120.35,8.7200031,2862,160.214692,172.707762,-25.04924774,3533.537798,3677.832275,1640
40.71,-119.43,16.815744,83.7,115.3725829,124.3689972,-46.11700821,3935.24515,4096.755656,1765
44.25,-120.97,9.8749847,109,150.5540502,162.2938117,-22.19685745,3599.857093,3746.993826,956
44.24,-120.97,9.8749847,109,150.5540502,162.2938117,-22.19685745,3599.857093,3746.993826,972
43.21,-119.04,9.2272873,126,155.7484156,167.8932185,-0.940447748,3563.175759,3708.740434,1314
43.21,-119,9.2272873,128,155.7484156,167.8932185,-0.940447748,3563.175759,3708.740434,1314
38.85,-122.8,17.725136,282.4,112.374008,121.1366023,37.64468002,3973.543064,4136.694909,793
42.18,-121.7,8.7200031,38,160.214692,172.707762,3.540222883,3533.537798,3677.832275,1263
42.22,-120.36,8.7200031,895,160.214692,172.707762,-25.04924774,3533.537798,3677.832275,1640
38.77,-122.82,17.725136,219.1,112.374008,121.1366023,37.64468002,3973.543064,4136.694909,638
37.49,-119.3,16.19442,54,117.5649761,126.7323467,135.9580841,3908.480192,4068.843628,43
43.95,-122.9,9.5827484,45,152.8324644,164.74989,-36.44744873,3583.460511,3729.894533,208
42.13,-121.74,8.7200031,63,160.214692,172.707762,3.540222883,3533.537798,3677.832275,1248
39.05,-122.74,17.834578,172,112.0286855,120.7643525,27.23161507,3978.085182,4141.43169,671
38.94,-122.69,17.725136,214,112.374008,121.1366023,30.45727158,3973.543064,4136.694909,482
43.69,-122.37,9.5827484,156,152.8324644,164.74989,-40.80078506,3583.460511,3729.894533,634
42.19,-121.77,8.7200031,92,160.214692,172.707762,-2.806406498,3533.537798,3677.832275,1259
40.39,-119.42,16.524179,20.4,116.3859923,125.4614292,-14.39539051,3922.74802,4083.722935,1664
40.39,-119.41,16.524179,0.6,116.3859923,125.4614292,-14.39539051,3922.74802,4083.722935,1664
40.39,-119.42,16.524179,134.7,116.3859923,125.4614292,-14.39539051,3922.74802,4083.722935,1664
42.17,-121.68,8.7200031,21,160.214692,172.707762,3.540222883,3533.537798,3677.832275,1266
45.7,-121.24,9.5560369,42,153.0459177,164.9799878,-34.41330338,3581.949407,3728.318668,341
41.73,-121.67,8.7112598,17,160.2950739,172.7944117,2.515234709,3533.019518,3677.291784,1423
43.9,-121.36,9.5827484,59,152.8324644,164.74989,14.33618832,3583.460511,3729.894533,1375
43.91,-121.36,9.8749847,60.9,150.5540502,162.2938117,14.33618832,3599.857093,3746.993826,1372
46.33,-120.78,9.5389538,74,153.1828997,165.1276512,-57.34260178,3580.981887,3727.309682,1089
41.83,-121.55,8.7181835,100,160.2314106,172.7257842,-6.442855835,3533.429958,3677.719814,1230
42.7,-122.6,8.0918245,105,166.3173021,179.2862356,-28.21739769,3495.614635,3638.283834,682
42.7,-122.6,8.0918245,105,166.3173021,179.2862356,-28.21739769,3495.614635,3638.283834,682
42.7,-122.6,8.0918245,93,166.3173021,179.2862356,-28.21739769,3495.614635,3638.283834,682
42.7,-122.6,8.0918245,93,166.3173021,179.2862356,-28.21739769,3495.614635,3638.283834,682
42.22,-120.36,8.7200031,992,160.214692,172.707762,-25.04924774,3533.537798,3677.832275,1640
42.22,-120.36,8.7200031,118,160.214692,172.707762,-25.04924774,3533.537798,3677.832275,1640
47.94,-128.9,0.43398958,84,718.1596621,774.159638,-4.45633316,2730.572599,2840.454282,-2399
47.92,-128.85,0.66285837,136,581.0992123,626.4116178,-10.49689579,2784.956401,2897.168818,-2578
47.9,-128.74,0.91232389,440,495.3203091,533.9439284,-8.577288628,2834.304766,2948.632113,-2630
47.74,-127.91,2.9722376,345,274.4219822,295.8206004,-0.58204329,3103.406253,3229.266521,-2635
47.73,-127.88,2.9722376,129,274.4219822,295.8206004,-0.58204329,3103.406253,3229.266521,-2641
47.87,-128.59,1.1679138,439,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721,-2628
47.85,-128.47,1.414219,334,397.8343928,428.8563473,-8.135784149,2916.22329,3034.061431,-2664
47.89,-128.66,0.91232389,900,495.3203091,533.9439284,-8.577288628,2834.304766,2948.632113,-2619
47.79,-128.21,2.1661963,267,321.4487595,346.5143873,-3.510086775,3015.130126,3137.207131,-2653
42.01,-121.82,8.7200031,13,160.214692,172.707762,-10.34061337,3533.537798,3677.832275,1242
46.53,-122.56,9.6252508,31,152.4946585,164.385743,-18.87744522,3585.860591,3732.397473,132
42.19,-120.35,8.7200031,146,160.214692,172.707762,-25.04924774,3533.537798,3677.832275,1576
39.51,-119.65,16.215477,295.6,117.4886178,126.6500343,-17.4012146,3909.395591,4069.798259,1000
38.83,-121.17,16.676729,26,115.8524502,124.8862831,-82.50362396,3929.300284,4090.556011,129
39.39,-119.72,16.215477,425.5,117.4886178,126.6500343,5.977461815,3909.395591,4069.798259,809
40.39,-121.54,18.00329,132,111.5025297,120.1971686,111.5407791,3985.05994,4148.705366,1924
40.36,-121.5,18.00329,231,111.5025297,120.1971686,34.33236694,3985.05994,4148.705366,1544
40.41,-121.45,18.00329,85,111.5025297,120.1971686,78.76473999,3985.05994,4148.705366,1948
40.37,-120.95,17.580811,97,112.8343175,121.6328054,54.99201965,3967.531719,4130.425936,1628
44.55,-122.03,9.8749847,82,150.5540502,162.2938117,5.320100784,3599.857093,3746.993826,1173
39.03,-122.43,17.580811,109,112.8343175,121.6328054,7.078770638,3967.531719,4130.425936,464
46.57,-120.17,9.7773581,53,151.3038218,163.1020483,24.61705589,3594.406856,3741.310007,1359
42.64,-122.82,8.1765585,42,165.4532814,178.3548411,-18.60934258,3500.813877,3643.7059,490
42.64,-122.82,8.1765585,42,165.4532814,178.3548411,-18.60934258,3500.813877,3643.7059,490
45.7,-121.42,9.5560369,52,153.0459177,164.9799878,-36.9323616,3581.949407,3728.318668,211
39.39,-119.76,16.215477,8295,117.4886178,126.6500343,2.469632149,3909.395591,4069.798259,809
42.37,-120.57,8.7200031,126,160.214692,172.707762,62.26567459,3533.537798,3677.832275,1372
41.63,-121.37,17.755274,29,112.278595,121.0337493,-8.07553196,3974.795262,4138.000773,1351
41.7,-121.35,17.755274,144.6,112.278595,121.0337493,2.494198561,3974.795262,4138.000773,1283
41.7,-121.35,17.755274,243,112.278595,121.0337493,2.494198561,3974.795262,4138.000773,1283
46.3,-122.87,9.5389538,21,153.1828997,165.1276512,-13.46061039,3580.981887,3727.309682,189
42.22,-121.78,8.7200031,377,160.214692,172.707762,-2.806406498,3533.537798,3677.832275,1242
46.58,-123.03,9.7773581,47,151.3038218,163.1020483,-5.653169632,3594.406856,3741.310007,148
42.24,-121.77,8.7200031,1488.2,160.214692,172.707762,-2.806406498,3533.537798,3677.832275,1363
45.61,-121.23,9.5370016,69,153.198577,165.1445509,-26.10076523,3580.871267,3727.194321,266
42.38,-122.53,8.7200031,49,160.214692,172.707762,-15.68583679,3533.537798,3677.832275,1126
47.17,-119.32,9.7773581,81,151.3038218,163.1020483,-24.49332237,3594.406856,3741.310007,667
41.65,-121.18,17.755274,78,112.278595,121.0337493,-4.762607574,3974.795262,4138.000773,1341
41.56,-121.12,18.100437,147,111.202904,119.8741791,-2.16358757,3989.061292,4152.878205,1445
41.74,-121.87,8.7112598,8,160.2950739,172.7944117,-2.013237953,3533.019518,3677.291784,1329
41.59,-121.96,8.7299252,13,160.1236192,172.6095875,-1.570258617,3534.125639,3678.445309,1483
41,-120.89,18.00329,98,111.5025297,120.1971686,35.25090027,3985.05994,4148.705366,1678
41.27,-122.61,15.872827,37,118.7499725,128.0097457,44.55010605,3894.425081,4054.186156,1219
41.83,-121.25,8.7181835,67,160.2314106,172.7257842,15.57495403,3533.429958,3677.719814,1460
41.57,-122.88,8.7299252,18,160.1236192,172.6095875,-27.20770073,3534.125639,3678.445309,858
41.56,-122.53,8.7299252,29,160.1236192,172.6095875,-10.83724976,3534.125639,3678.445309,827
41.43,-122.5,8.7199984,39,160.2147352,172.7078085,11.80708408,3533.537519,3677.831985,1118
41.89,-122.4,8.7200031,11,160.214692,172.707762,-15.8863039,3533.537798,3677.832275,792
41.98,-122.32,8.7200031,72,160.214692,172.707762,10.44643593,3533.537798,3677.832275,798
41.9,-122.53,8.7200031,11,160.214692,172.707762,-18.12549019,3533.537798,3677.832275,653
41.95,-122,8.7200031,142,160.214692,172.707762,2.259691238,3533.537798,3677.832275,1294
41.73,-120.38,18.00329,8,111.5025297,120.1971686,-2.09282589,3985.05994,4148.705366,1438
44.43,-122.72,9.8749847,45,150.5540502,162.2938117,-41.92197037,3599.857093,3746.993826,391
42.18,-120.36,8.7200031,125,160.214692,172.707762,-25.04924774,3533.537798,3677.832275,1575
42.18,-120.34,8.7200031,190,160.214692,172.707762,52.84307098,3533.537798,3677.832275,1575
42.22,-120.36,8.7200031,2883,160.214692,172.707762,-25.04924774,3533.537798,3677.832275,1640
43.53,-120.09,9.5357075,277.7,153.208972,165.1557565,27.84170914,3580.797932,3727.117843,1409
40.41,-120.65,17.370102,700,113.5166261,122.3683183,-5.224923134,3958.710902,4121.227083,1699
39.9,-119.16,16.215477,172.9,117.4886178,126.6500343,15.43356419,3909.395591,4069.798259,1377
39.9,-119.19,16.215477,276.6,117.4886178,126.6500343,15.45901203,3909.395591,4069.798259,1377
39.88,-119.22,16.215477,380.4,117.4886178,126.6500343,15.45901203,3909.395591,4069.798259,1492
39.91,-119.22,16.215477,380.4,117.4886178,126.6500343,20.23330116,3909.395591,4069.798259,1356
39.8,-119.3,16.215477,69.2,117.4886178,126.6500343,-47.74105835,3909.395591,4069.798259,1160
39.94,-119.29,16.215477,69.2,117.4886178,126.6500343,20.23330116,3909.395591,4069.798259,1334
39.99,-119.23,16.215477,172.9,117.4886178,126.6500343,20.23330116,3909.395591,4069.798259,1313
39.85,-119.23,16.215477,276.6,117.4886178,126.6500343,15.45901203,3909.395591,4069.798259,1463
39.88,-119.24,16.215477,380.4,117.4886178,126.6500343,15.45901203,3909.395591,4069.798259,1492
39.9,-119.23,16.215477,380.4,117.4886178,126.6500343,15.45901203,3909.395591,4069.798259,1377
39.92,-119.21,16.215477,276.6,117.4886178,126.6500343,20.23330116,3909.395591,4069.798259,1404
39.91,-119.22,16.215477,380.4,117.4886178,126.6500343,20.23330116,3909.395591,4069.798259,1356
39.96,-119.28,16.215477,103.7,117.4886178,126.6500343,20.23330116,3909.395591,4069.798259,1300
39.95,-119.26,16.215477,103.7,117.4886178,126.6500343,20.23330116,3909.395591,4069.798259,1124
39.96,-119.26,16.215477,242.1,117.4886178,126.6500343,20.23330116,3909.395591,4069.798259,1300
39.96,-119.24,16.215477,103.7,117.4886178,126.6500343,20.23330116,3909.395591,4069.798259,1300
39.97,-119.25,16.215477,242.1,117.4886178,126.6500343,20.23330116,3909.395591,4069.798259,1338
39.92,-119.25,16.215477,207.5,117.4886178,126.6500343,20.23330116,3909.395591,4069.798259,1404
39.89,-119.29,16.215477,276.6,117.4886178,126.6500343,15.45901203,3909.395591,4069.798259,1539
39.89,-119.26,16.215477,380.4,117.4886178,126.6500343,15.45901203,3909.395591,4069.798259,1539
39.84,-119.26,16.215477,242.1,117.4886178,126.6500343,15.45901203,3909.395591,4069.798259,1459
39.86,-119.25,16.215477,311.2,117.4886178,126.6500343,15.45901203,3909.395591,4069.798259,1625
39.92,-119.2,16.215477,345.8,117.4886178,126.6500343,20.23330116,3909.395591,4069.798259,1404
39.88,-119.21,16.215477,380.4,117.4886178,126.6500343,15.45901203,3909.395591,4069.798259,1492
39.89,-119.21,16.215477,380.4,117.4886178,126.6500343,15.45901203,3909.395591,4069.798259,1539
39.92,-119.18,16.215477,242.1,117.4886178,126.6500343,20.23330116,3909.395591,4069.798259,1404
39.88,-119.18,16.215477,172.9,117.4886178,126.6500343,15.45901203,3909.395591,4069.798259,1492
39.93,-119.19,16.215477,138.3,117.4886178,126.6500343,20.23330116,3909.395591,4069.798259,1414
39.82,-119.26,16.215477,179.1,117.4886178,126.6500343,15.45901203,3909.395591,4069.798259,1288
39.85,-119.31,16.215477,138.3,117.4886178,126.6500343,-47.74105835,3909.395591,4069.798259,1463
39.88,-119.28,16.215477,242.1,117.4886178,126.6500343,15.45901203,3909.395591,4069.798259,1492
39.88,-119.31,16.215477,138.3,117.4886178,126.6500343,-47.74105835,3909.395591,4069.798259,1492
39.83,-119.31,16.215477,69.2,117.4886178,126.6500343,-47.74105835,3909.395591,4069.798259,1129
38.85,-122.76,17.725136,351,112.374008,121.1366023,64.02696228,3973.543064,4136.694909,724
38.85,-122.76,17.725136,389,112.374008,121.1366023,64.02696228,3973.543064,4136.694909,724
38.86,-122.77,17.725136,322,112.374008,121.1366023,30.45727158,3973.543064,4136.694909,733
38.86,-122.78,17.725136,293,112.374008,121.1366023,30.45727158,3973.543064,4136.694909,742
38.87,-122.77,17.725136,285,112.374008,121.1366023,30.45727158,3973.543064,4136.694909,766
38.86,-122.75,17.725136,305,112.374008,121.1366023,30.45727158,3973.543064,4136.694909,771
38.86,-122.75,17.725136,305,112.374008,121.1366023,30.45727158,3973.543064,4136.694909,771
38.94,-122.76,17.834578,232,112.0286855,120.7643525,30.45727158,3978.085182,4141.43169,594
42.21,-122.68,8.7200031,49,160.214692,172.707762,0.741040707,3533.537798,3677.832275,614
40.21,-119.15,16.215477,84.1,117.4886178,126.6500343,60.92185974,3909.395591,4069.798259,1626
40.23,-119.14,16.215477,33.1,117.4886178,126.6500343,60.92185974,3909.395591,4069.798259,2091
40.19,-119.18,16.215477,84.1,117.4886178,126.6500343,19.07897758,3909.395591,4069.798259,1352
40.21,-119.23,16.215477,61.2,117.4886178,126.6500343,19.07897758,3909.395591,4069.798259,1626
40.22,-119.22,16.215477,150.3,117.4886178,126.6500343,19.07897758,3909.395591,4069.798259,1868
40.25,-119.21,16.215477,63.7,117.4886178,126.6500343,19.07897758,3909.395591,4069.798259,1759
45.71,-121.87,9.5560369,46,153.0459177,164.9799878,-61.11421204,3581.949407,3728.318668,191
45.32,-121.8,9.5414743,41,153.1626658,165.1058395,41.99193954,3581.124693,3727.458608,1046
45.41,-121.82,9.5483627,110,153.1074083,165.0462732,22.76212502,3581.514878,3727.865515,971
45.37,-121.82,9.5483627,110,153.1074083,165.0462732,41.99193954,3581.514878,3727.865515,870
45.28,-121.74,9.5414743,95,153.1626658,165.1058395,91.14661407,3581.124693,3727.458608,1144
43.32,-119.7,9.4671307,83.7,153.7628686,165.7528443,1.97349596,3576.904597,3723.057651,1313
43.31,-119.77,9.4671307,83.7,153.7628686,165.7528443,17.96736908,3576.904597,3723.057651,1313
43.32,-119.71,9.4671307,175.7,153.7628686,165.7528443,1.97349596,3576.904597,3723.057651,1313
43.21,-119.52,9.2272873,142.3,155.7484156,167.8932185,-4.520259857,3563.175759,3708.740434,1314
43.2,-119.57,9.2272873,347.3,155.7484156,167.8932185,11.04546738,3563.175759,3708.740434,1314
43.1,-119.73,8.97577,46,157.9155151,170.229302,4.349617004,3548.585631,3693.525015,1358
47.37,-120.3,9.7773581,58,151.3038218,163.1020483,4.587833405,3594.406856,3741.310007,1671
39.39,-119.75,16.215477,2659.7,117.4886178,126.6500343,5.977461815,3909.395591,4069.798259,809
39.39,-119.75,16.215477,748,117.4886178,126.6500343,5.977461815,3909.395591,4069.798259,809
39.39,-119.76,16.215477,2722.3,117.4886178,126.6500343,2.469632149,3909.395591,4069.798259,809
39.91,-119.22,16.215477,380.4,117.4886178,126.6500343,20.23330116,3909.395591,4069.798259,1356
44.33,-122.99,9.8749847,39,150.5540502,162.2938117,-4.155235291,3599.857093,3746.993826,263
45.75,-121.12,9.5560369,56,153.0459177,164.9799878,-17.11548996,3581.949407,3728.318668,668
43.75,-122.47,9.5827484,78,152.8324644,164.74989,-20.92564011,3583.460511,3729.894533,367
43.75,-122.47,9.5827484,87,152.8324644,164.74989,-20.92564011,3583.460511,3729.894533,367
44.15,-122.54,9.8749847,55.89,150.5540502,162.2938117,-17.94156837,3599.857093,3746.993826,308
39.49,-119.8,16.215477,122.4,117.4886178,126.6500343,-38.60483551,3909.395591,4069.798259,1209
44.19,-123.83,9.8100004,30,151.051884,162.8304652,48.94464111,3596.232206,3743.213586,239
44.71,-123.03,9.8749847,42,150.5540502,162.2938117,-14.42333031,3599.857093,3746.993826,66
38.89,-122.61,17.580811,75.3,112.8343175,121.6328054,21.14631844,3967.531719,4130.425936,449
38.89,-122.64,17.725136,242.7,112.374008,121.1366023,21.14631844,3973.543064,4136.694909,548
38.9,-122.65,17.725136,192,112.374008,121.1366023,21.14631844,3973.543064,4136.694909,524
38.91,-122.63,17.725136,157.8,112.374008,121.1366023,21.14631844,3973.543064,4136.694909,444
38.88,-122.72,17.725136,117.2,112.374008,121.1366023,30.45727158,3973.543064,4136.694909,808
38.95,-122.85,17.834578,62,112.0286855,120.7643525,29.22932434,3978.085182,4141.43169,470
38.76,-122.64,17.580811,125,112.8343175,121.6328054,18.75132561,3967.531719,4130.425936,347
38.99,-122.82,17.834578,8.4,112.0286855,120.7643525,8.355085373,3978.085182,4141.43169,413
38.76,-122.64,17.580811,130,112.8343175,121.6328054,18.75132561,3967.531719,4130.425936,347
38.8,-122.56,17.580811,192.4,112.8343175,121.6328054,18.75132561,3967.531719,4130.425936,296
38.88,-122.62,17.580811,71.1,112.8343175,121.6328054,21.14631844,3967.531719,4130.425936,445
38.88,-122.62,17.580811,58.6,112.8343175,121.6328054,21.14631844,3967.531719,4130.425936,445
46.15,-124.41,9.5399418,39.5,153.1749673,165.1191003,-63.70323944,3581.037867,3727.368062,-125
44.22,-124.47,9.8100004,39.9,151.051884,162.8304652,-14.34396076,3596.232206,3743.213586,-98
44.5,-124.42,9.8749847,44.7,150.5540502,162.2938117,-32.19318008,3599.857093,3746.993826,-58
44.86,-124.28,9.8163719,46.2,151.0028545,162.7776125,-28.17596626,3596.588144,3743.584779,-128
43.26,-124.59,9.4671307,43.2,153.7628686,165.7528443,-23.38480186,3576.904597,3723.057651,-110
44.06,-124.65,9.5543547,48.8,153.0593903,164.9945108,-29.26899529,3581.854173,3728.219351,-125
45.44,-119.78,9.5483627,46,153.1074083,165.0462732,-22.86091423,3581.514878,3727.865515,696
42.23,-121.77,8.7200031,746.2,160.214692,172.707762,-2.806406498,3533.537798,3677.832275,1270
42.23,-121.77,8.7200031,1150,160.214692,172.707762,-2.806406498,3533.537798,3677.832275,1270
45.61,-122.13,9.5370016,80,153.198577,165.1445509,-28.07614899,3580.871267,3727.194321,325
37.25,-122.4,17.13776,116.3,114.2835259,123.1950187,-3.76199007,3948.92222,4111.018887,-10
42.24,-121.78,8.7200031,975,160.214692,172.707762,-2.806406498,3533.537798,3677.832275,1280
38.9,-122.86,17.834578,283,112.0286855,120.7643525,29.22932434,3978.085182,4141.43169,581
38.86,-122.87,17.834578,274,112.0286855,120.7643525,29.22932434,3978.085182,4141.43169,908
38.98,-122.89,17.834578,94,112.0286855,120.7643525,8.355085373,3978.085182,4141.43169,420
38.97,-122.89,17.834578,96,112.0286855,120.7643525,29.22932434,3978.085182,4141.43169,424
38.96,-122.81,17.834578,105,112.0286855,120.7643525,29.22932434,3978.085182,4141.43169,494
38.88,-122.78,17.725136,217,112.374008,121.1366023,30.45727158,3973.543064,4136.694909,877
46.82,-120.66,9.7773581,37,151.3038218,163.1020483,2.712940931,3594.406856,3741.310007,959
45.73,-122.41,9.5560369,36,153.0459177,164.9799878,-6.739209175,3581.949407,3728.318668,420
43.59,-122.23,9.5827484,127,152.8324644,164.74989,29.22591782,3583.460511,3729.894533,1330
39.53,-119.76,16.215477,162.1,117.4886178,126.6500343,-38.60483551,3909.395591,4069.798259,1141
39.53,-119.76,16.215477,124.5,117.4886178,126.6500343,-38.60483551,3909.395591,4069.798259,1141
43.84,-119.9,9.8749847,67,150.5540502,162.2938117,16.43052101,3599.857093,3746.993826,1302
43.84,-119.9,9.8749847,105,150.5540502,162.2938117,16.43052101,3599.857093,3746.993826,1302
42.21,-120.36,8.7200031,171,160.214692,172.707762,-25.04924774,3533.537798,3677.832275,1599
45.94,-120.97,9.5405912,50,153.1697542,165.1134806,-3.672776699,3581.074661,3727.406432,702
44.27,-120.81,9.8749847,79,150.5540502,162.2938117,-14.38903713,3599.857093,3746.993826,929
45.69,-120.13,9.5560369,114,153.0459177,164.9799878,-41.06179047,3581.949407,3728.318668,662
38.1,-122.89,17.370102,88.67,113.5166261,122.3683183,26.03423882,3958.710902,4121.227083,243
38.85,-122.85,17.834578,344.1,112.0286855,120.7643525,37.64468002,3978.085182,4141.43169,767
38.84,-122.84,17.725136,379.3,112.374008,121.1366023,37.64468002,3973.543064,4136.694909,544
