lat,long,age,q_ihfc,q_ps,q_stein,FA,ps_z,stein_z,bathy
49.01,-128.41,3.2341127,163.41,263.0771232,283.5911026,-22.28199005,3129.427363,3256.402822,-2488
49.02,-128.27,3.4966569,234.64,253.0079389,272.736753,-22.46779251,3154.47725,3282.526275,-2470
49.02,-128.27,3.4966569,234.64,253.0079389,272.736753,-22.46779251,3154.47725,3282.526275,-2470
49.09,-128.26,3.8800023,175.98,240.1843286,258.9131954,-22.46779251,3189.42025,3318.966833,-2465
49.09,-128.26,3.8800023,175.98,240.1843286,258.9131954,-22.46779251,3189.42025,3318.966833,-2465
48.47,-129.4,1.1500742,597.49,441.1616258,475.5621104,12.00231552,2875.345294,2991.431521,-2351
48.34,-128.97,0.12862568,114.39,1319.158005,1422.022062,2.990579128,2625.525479,2730.905142,-2487
48.36,-128.81,0.53057241,328.08,649.5137174,700.1608847,-3.627408266,2754.941405,2865.867466,-2439
48.54,-129.08,0.41323298,423.19,735.975185,793.3643629,-29.15257072,2724.9912,2834.63368,-2672
48.65,-129.08,0.54729426,234.64,639.5142297,689.3816663,-30.70441246,2758.927687,2870.024587,-2790
48.63,-129,0.29284939,316.76,874.2557495,942.4276387,-30.70441246,2689.404462,2797.521796,-2882
48.69,-129.08,0.52265346,45.67,654.4157515,705.4451649,-13.6266613,2753.031715,2863.875931,-2692
48.8,-129.11,0.14601907,238.83,1238.100417,1334.643842,-9.584189415,2633.743546,2739.475412,-2583
48.91,-129.07,0.62740594,207.41,597.2915159,643.8665496,-4.754152298,2777.231361,2889.112705,-2170
48.83,-128.94,0.31936482,136.59,837.1766791,902.4572515,-4.243466377,2697.793302,2806.270158,-2417
48.71,-128.91,0.24071789,275.28,964.2873622,1039.479651,-11.20665169,2671.720533,2779.079985,-2747
48.7,-128.76,0.14280756,129.89,1251.944451,1349.567393,-19.29531097,2632.264606,2737.93309,-2543
48.7,-128.76,0.14280756,129.89,1251.944451,1349.567393,-19.29531097,2632.264606,2737.93309,-2543
48.7,-128.76,0.14280756,129.89,1251.944451,1349.567393,-19.29531097,2632.264606,2737.93309,-2543
48.82,-128.79,0.68546021,146.65,571.4385487,615.9976442,-29.66418266,2789.773835,2902.192714,-2588
48.82,-128.79,0.68546021,146.65,571.4385487,615.9976442,-29.66418266,2789.773835,2902.192714,-2588
48.82,-128.79,0.68546021,146.65,571.4385487,615.9976442,-29.66418266,2789.773835,2902.192714,-2588
49,-128.92,2.0014477,163.83,334.4171458,360.4940102,-12.48082924,2995.153858,3116.374738,-2424
49.07,-128.92,2.6050727,247.21,293.1235658,315.9804784,-19.04327583,3064.908316,3189.118673,-2418
49.07,-128.92,2.6050727,247.21,293.1235658,315.9804784,-19.04327583,3064.908316,3189.118673,-2418
48.89,-128.94,1.2405514,343.16,424.7694532,457.8917244,-4.243466377,2889.830151,3006.537157,-2185
48.89,-128.8,1.5536753,175.98,379.5600789,409.1570563,-29.66418266,2936.262793,3054.959769,-2571
48.89,-128.8,1.5536753,175.98,379.5600789,409.1570563,-29.66418266,2936.262793,3054.959769,-2571
48.89,-128.8,1.5536753,175.98,379.5600789,409.1570563,-29.66418266,2936.262793,3054.959769,-2571
48.9,-128.7,1.8434017,146.65,348.4581825,375.6299256,-30.76771736,2975.201755,3095.567545,-2573
48.9,-128.7,1.8434017,146.65,348.4581825,375.6299256,-30.76771736,2975.201755,3095.567545,-2573
48.9,-128.7,1.8434017,146.65,348.4581825,375.6299256,-30.76771736,2975.201755,3095.567545,-2573
48.72,-128.25,1.5736516,199.86,377.1432725,406.5517944,-6.987557411,2939.058448,3057.875239,-2525
48.71,-128.4,1.2233963,157.54,427.7372546,461.0909463,-10.13027668,2887.125363,3003.71645,-2530
48.71,-128.54,0.88008928,263.97,504.3096674,543.6342503,0.323105454,2828.345758,2942.417719,-2000
48.7,-128.67,0.33493531,87.99,817.4857512,881.230883,-31.13194656,2702.557586,2811.238625,-2550
48.7,-128.67,0.33493531,87.99,817.4857512,881.230883,-31.13194656,2702.557586,2811.238625,-2550
48.7,-128.67,0.33493531,87.99,817.4857512,881.230883,-31.13194656,2702.557586,2811.238625,-2550
48.65,-129.22,0.81750315,400.98,523.2580779,564.0602022,-8.629146576,2816.455583,2930.017965,-2820
48.64,-129.3,1.0900034,313.83,453.1549545,488.4906436,-8.629146576,2865.411298,2981.071782,-2806
48.71,-129.19,0.7853657,350.7,533.8566956,575.4852688,-20.09845352,2810.173013,2923.466143,-2849
48.8,-129.22,0.54567164,201.96,640.46436,690.405885,-17.66074944,2758.543567,2869.624005,-2766
48.9,-129.19,0.37818527,460.9,769.3223584,829.3118507,-1.22399497,2715.238694,2824.46321,-2263
48.82,-129.32,0.79428655,298.75,530.8502848,572.244427,-17.66074944,2811.929643,2925.298057,-2809
48.91,-129.43,0.2667374,258.94,916.0489941,987.4797975,-3.570052385,2680.763192,2788.510186,-2460
48.91,-129.31,0.1802076,196.09,1114.484692,1201.388927,-3.492266893,2648.57803,2754.94566,-2427
49.08,-129.46,1.125061,222.07,446.0387847,480.8195758,-5.20979023,2871.241124,2987.151458,-2447
49.08,-129.46,1.125061,222.07,446.0387847,480.8195758,-5.20979023,2871.241124,2987.151458,-2447
49.08,-129.35,1.6374265,201.12,369.7257951,398.555924,-10.64613438,2947.866885,3067.06118,-2457
49.08,-129.35,1.6374265,201.12,369.7257951,398.555924,-10.64613438,2947.866885,3067.06118,-2457
49.18,-129.49,1.7575538,192.74,356.866963,384.694398,-12.97815609,2964.004677,3083.890592,-2473
49.18,-129.49,1.7575538,192.74,356.866963,384.694398,-12.97815609,2964.004677,3083.890592,-2473
49.17,-129.33,2.1800005,406.43,320.4294043,345.4155457,-13.58819103,3016.768866,3138.916104,-2445
49.17,-129.33,2.1800005,406.43,320.4294043,345.4155457,-13.58819103,3016.768866,3138.916104,-2445
49.19,-129.21,2.3781426,268.16,306.7903626,330.7129717,-15.92974758,3039.742965,3162.874807,-2418
49.19,-129.21,2.3781426,268.16,306.7903626,330.7129717,-15.92974758,3039.742965,3162.874807,-2418
49.09,-129.2,1.8879606,217.88,344.3215428,371.1707229,-20.16272545,2980.910775,3101.521237,-2412
49.09,-129.2,1.8879606,217.88,344.3215428,371.1707229,-20.16272545,2980.910775,3101.521237,-2412
49.08,-129.06,2.1360242,310.06,323.7110874,348.9531248,-18.71659088,3011.530023,3133.452738,-2403
49.08,-129.06,2.1360242,310.06,323.7110874,348.9531248,-18.71659088,3011.530023,3133.452738,-2403
49.19,-129.06,2.577539,201.12,294.6850043,317.6636733,-13.39474583,3061.915054,3185.997127,-2402
49.19,-129.06,2.577539,201.12,294.6850043,317.6636733,-13.39474583,3061.915054,3185.997127,-2402
49.2,-128.95,3.0559139,364.53,270.6388267,291.7424456,-4.92743206,3111.841036,3238.062794,-2392
49.2,-128.95,3.0559139,364.53,270.6388267,291.7424456,-4.92743206,3111.841036,3238.062794,-2392
49.19,-128.81,3.1512382,448.33,266.5140094,287.2959871,-3.988745928,3121.310453,3247.938044,-2384
49.19,-128.81,3.1512382,448.33,266.5140094,287.2959871,-3.988745928,3121.310453,3247.938044,-2384
49.1,-128.79,2.8598702,272.35,279.7612101,301.5761655,-21.98124123,3091.890277,3217.257003,-2466
49.1,-128.79,2.8598702,272.35,279.7612101,301.5761655,-21.98124123,3091.890277,3217.257003,-2466
48.82,-128.67,1.0121025,87.99,470.2712296,506.9415954,-38.92121506,2852.111568,2967.202064,-2525
48.82,-128.67,1.0121025,87.99,470.2712296,506.9415954,-38.92121506,2852.111568,2967.202064,-2525
48.82,-128.67,1.0121025,87.99,470.2712296,506.9415954,-38.92121506,2852.111568,2967.202064,-2525
48.9,-128.53,2.3829148,320.12,306.4830082,330.3816507,-21.02902031,3040.284243,3163.439282,-2448
48.92,-128.4,2.6493433,149.58,290.664197,313.3293353,-19.92098999,3069.68812,3194.103325,-2508
48.91,-128.26,2.8614984,190.23,279.6816063,301.4903545,-16.00354195,3092.058742,3217.432688,-2468
48.81,-128.24,2.5568075,297.07,295.8772975,318.9489379,-16.03022385,3059.650711,3183.635742,-2471
48.81,-128.41,1.9969267,294.14,334.7954885,360.9018549,-2.498618126,2994.594299,3115.791198,-2505
48.65,-128.78,0.16636826,138.27,1159.913016,1250.359617,-20.98010063,2642.758929,2748.877169,-2554
48.65,-128.78,0.16636826,138.27,1159.913016,1250.359617,-20.98010063,2642.758929,2748.877169,-2554
48.65,-128.78,0.16636826,138.27,1159.913016,1250.359617,-20.98010063,2642.758929,2748.877169,-2554
49.08,-128.72,3.0358994,217.88,271.5294693,292.7025378,-20.34945679,3109.834139,3235.969887,-2489
49.08,-128.72,3.0358994,217.88,271.5294693,292.7025378,-20.34945679,3109.834139,3235.969887,-2489
49.08,-128.72,3.0358994,217.88,271.5294693,292.7025378,-20.34945679,3109.834139,3235.969887,-2489
49.19,-128.72,3.2810533,540.51,261.1884789,281.5551875,-8.446536064,3133.978729,3261.149246,-2467
49.19,-128.72,3.2810533,540.51,261.1884789,281.5551875,-8.446536064,3133.978729,3261.149246,-2467
49.19,-128.72,3.2810533,540.51,261.1884789,281.5551875,-8.446536064,3133.978729,3261.149246,-2467
49.18,-128.54,3.5768967,301.68,250.1540048,269.6602775,-13.29758263,3161.94399,3290.313018,-2471
49.18,-128.54,3.5768967,301.68,250.1540048,269.6602775,-13.29758263,3161.94399,3290.313018,-2471
49.18,-128.43,3.8025918,230.45,242.6167637,261.5353046,-21.71464348,3182.508238,3311.758591,-2459
49.18,-128.43,3.8025918,230.45,242.6167637,261.5353046,-21.71464348,3182.508238,3311.758591,-2459
49.18,-128.26,3.9386008,192.74,238.3909018,256.9799224,-26.03686333,3194.606794,3324.375656,-2457
49.18,-128.26,3.9386008,192.74,238.3909018,256.9799224,-26.03686333,3194.606794,3324.375656,-2457
49.07,-128.55,3.3163073,167.6,259.7964878,280.054653,-24.28501511,3137.375591,3264.691688,-2494
49.07,-128.55,3.3163073,167.6,259.7964878,280.054653,-24.28501511,3137.375591,3264.691688,-2494
49.07,-128.55,3.3163073,167.6,259.7964878,280.054653,-24.28501511,3137.375591,3264.691688,-2494
49.09,-128.55,3.3163073,213.69,259.7964878,280.054653,-24.28501511,3137.375591,3264.691688,-2491
49.09,-128.55,3.3163073,213.69,259.7964878,280.054653,-24.28501511,3137.375591,3264.691688,-2491
48.72,-128.39,1.2233963,154.19,427.7372546,461.0909463,-7.863620758,2887.125363,3003.71645,-2520
48.7,-128.56,0.59841609,195.67,611.5881019,659.2779413,0.323105454,2770.750754,2882.354358,-2205
48.71,-128.61,0.59841609,408.11,611.5881019,659.2779413,0.323105454,2770.750754,2882.354358,-2306
48.71,-128.52,0.88008928,667.05,504.3096674,543.6342503,0.323105454,2828.345758,2942.417719,-2304
48.89,-128.3,2.8614984,70,279.6816063,301.4903545,-9.438058853,3092.058742,3217.432688,-2468
50.26,-128.82,2.7159307,59,287.0789287,309.4644983,-120.0017242,3076.802835,3201.522957,-2021
50.48,-129.53,1.2588239,77,421.6753063,454.5563051,-63.82077408,2892.690626,3009.520224,-2000
50.18,-129.38,1.5338509,90,382.0050342,411.792662,-24.13278008,2933.47057,3052.04788,-2135
50.45,-129.81,1.0826941,105,454.6820128,490.1367774,-21.10007858,2864.184057,2979.791945,-2197
50.32,-129.74,0.80569011,135,527.0801279,568.1802843,-17.49588585,2814.160848,2927.624884,-2225
50.33,-129.73,0.80569011,119,527.0801279,568.1802843,-17.49588585,2814.160848,2927.624884,-2215
50.33,-129.72,0.80569011,125,527.0801279,568.1802843,-17.49588585,2814.160848,2927.624884,-2208
50.33,-129.71,0.80569011,112,527.0801279,568.1802843,-17.49588585,2814.160848,2927.624884,-2216
50.33,-129.7,0.80569011,127,527.0801279,568.1802843,-17.49588585,2814.160848,2927.624884,-2215
50.34,-129.7,0.80569011,111,527.0801279,568.1802843,-17.49588585,2814.160848,2927.624884,-2218
50.34,-129.69,0.80569011,122,527.0801279,568.1802843,-17.49588585,2814.160848,2927.624884,-2221
50.33,-129.74,0.80569011,129,527.0801279,568.1802843,-17.49588585,2814.160848,2927.624884,-2227
50.35,-129.65,1.0622153,121,459.0440712,494.8389763,-28.19542313,2860.723404,2976.182979,-2140
50.31,-129.75,0.80569011,134,527.0801279,568.1802843,-17.49588585,2814.160848,2927.624884,-2229
50.3,-129.79,0.54671323,109,639.8539675,689.7478959,-17.49588585,2758.790206,2869.881215,-2055
50.29,-129.79,0.54671323,110,639.8539675,689.7478959,16.97843361,2758.790206,2869.881215,-2016
50.28,-129.8,0.54671323,118,639.8539675,689.7478959,14.63254833,2758.790206,2869.881215,-1926
50.26,-129.83,0.54671323,111,639.8539675,689.7478959,14.63254833,2758.790206,2869.881215,-1802
50.25,-129.85,0.72064608,105,557.3136045,600.7712784,14.63254833,2797.118065,2909.851697,-1780
50.25,-129.86,0.57892931,101,621.7959517,670.2817692,14.63254833,2766.305915,2877.719026,-1802
50.47,-129.69,1.2723374,95,419.4300211,452.1359392,-39.2351799,2894.79277,3011.71246,-2186
50.44,-129.73,1.0622153,117,459.0440712,494.8389763,-39.2351799,2860.723404,2976.182979,-2205
50.41,-129.8,0.7868275,130,533.3605547,574.9504404,-21.10007858,2810.461541,2923.767036,-2205
50.4,-129.83,0.7868275,126,533.3605547,574.9504404,4.388763428,2810.461541,2923.767036,-2206
50.52,-129.47,1.2588239,61,421.6753063,454.5563051,-63.82077408,2892.690626,3009.520224,-2010
50.53,-129.45,1.2588239,58,421.6753063,454.5563051,-102.2899704,2892.690626,3009.520224,-2014
50.59,-129.36,1.3816251,23,402.4996914,433.8854322,-117.7381287,2911.398924,3029.030307,-1999
50.34,-129.11,1.7557638,79,357.0488295,384.8904459,-103.1302261,2963.768332,3083.644117,-2103
50.39,-129.63,1.2588239,120,421.6753063,454.5563051,-28.19542313,2892.690626,3009.520224,-2122
50.38,-129.65,1.0622153,77,459.0440712,494.8389763,-28.19542313,2860.723404,2976.182979,-2078
50.37,-129.66,1.0622153,111,459.0440712,494.8389763,-28.19542313,2860.723404,2976.182979,-2173
49.77,-128.82,2.8893144,147,278.3320754,300.0355911,-17.13167,3094.929419,3220.426394,-2297
49.78,-128.81,2.8893144,125,278.3320754,300.0355911,-17.13167,3094.929419,3220.426394,-2301
49.81,-128.78,2.8893144,133,278.3320754,300.0355911,-17.13167,3094.929419,3220.426394,-2335
49.93,-128.63,3.2735121,38,261.4891562,281.8793107,-45.36664581,3133.249739,3260.389014,-2069
49.83,-128.76,2.8893144,113,278.3320754,300.0355911,-42.92567444,3094.929419,3220.426394,-2315
48.47,-128.78,0.34311613,404,807.6814184,870.6620372,-13.25694942,2705.016404,2813.802821,-2498
48.47,-128.8,0.34311613,397,807.6814184,870.6620372,-13.25694942,2705.016404,2813.802821,-2473
48.57,-128.69,0.44956386,371,705.6103838,760.6318039,-24.77534676,2734.673332,2844.730761,-2523
48.57,-128.69,0.44956386,262,705.6103838,760.6318039,-24.77534676,2734.673332,2844.730761,-2523
48.57,-128.69,0.44956386,267,705.6103838,760.6318039,-24.77534676,2734.673332,2844.730761,-2523
48.57,-128.7,0.44956386,338,705.6103838,760.6318039,-24.77534676,2734.673332,2844.730761,-2544
48.57,-128.7,0.44956386,388,705.6103838,760.6318039,-24.77534676,2734.673332,2844.730761,-2544
48.56,-128.7,0.44956386,359,705.6103838,760.6318039,-24.77534676,2734.673332,2844.730761,-2534
48.56,-128.7,0.44956386,474,705.6103838,760.6318039,-24.77534676,2734.673332,2844.730761,-2534
48.55,-128.71,0.59159386,587,615.1043949,663.0684244,-24.77534676,2769.202986,2880.740257,-2533
48.55,-128.71,0.59159386,494,615.1043949,663.0684244,-24.77534676,2769.202986,2880.740257,-2533
48.55,-128.72,0.59159386,413,615.1043949,663.0684244,-24.77534676,2769.202986,2880.740257,-2538
48.54,-128.72,0.59159386,335,615.1043949,663.0684244,-10.74924183,2769.202986,2880.740257,-2540
48.53,-128.72,0.59159386,302,615.1043949,663.0684244,-10.74924183,2769.202986,2880.740257,-2544
48.52,-128.73,0.59159386,278,615.1043949,663.0684244,-10.74924183,2769.202986,2880.740257,-2539
48.52,-128.73,0.59159386,305,615.1043949,663.0684244,-10.74924183,2769.202986,2880.740257,-2539
48.51,-128.74,0.59159386,306,615.1043949,663.0684244,-10.74924183,2769.202986,2880.740257,-2539
48.51,-128.74,0.59159386,217,615.1043949,663.0684244,-10.74924183,2769.202986,2880.740257,-2539
48.52,-128.82,0.34311613,165,807.6814184,870.6620372,-13.25694942,2705.016404,2813.802821,-2502
48.52,-128.8,0.34311613,159,807.6814184,870.6620372,-13.25694942,2705.016404,2813.802821,-2512
48.53,-128.79,0.34311613,161,807.6814184,870.6620372,-13.25694942,2705.016404,2813.802821,-2528
48.52,-128.78,0.34311613,150,807.6814184,870.6620372,-13.25694942,2705.016404,2813.802821,-2528
48.52,-128.77,0.34311613,169,807.6814184,870.6620372,-13.25694942,2705.016404,2813.802821,-2541
48.51,-128.77,0.34311613,133,807.6814184,870.6620372,-13.25694942,2705.016404,2813.802821,-2533
48.5,-128.77,0.34311613,230,807.6814184,870.6620372,-13.25694942,2705.016404,2813.802821,-2534
48.49,-128.76,0.34311613,263,807.6814184,870.6620372,-13.25694942,2705.016404,2813.802821,-2521
48.49,-128.76,0.34311613,268,807.6814184,870.6620372,-13.25694942,2705.016404,2813.802821,-2521
48.48,-128.76,0.34311613,272,807.6814184,870.6620372,-13.25694942,2705.016404,2813.802821,-2511
48.47,-128.75,0.34311613,309,807.6814184,870.6620372,-13.25694942,2705.016404,2813.802821,-2511
48.47,-128.75,0.34311613,348,807.6814184,870.6620372,-13.25694942,2705.016404,2813.802821,-2511
48.46,-128.74,0.59159386,424,615.1043949,663.0684244,-10.74924183,2769.202986,2880.740257,-2492
48.45,-128.74,0.59159386,412,615.1043949,663.0684244,-10.74924183,2769.202986,2880.740257,-2481
48.45,-128.74,0.59159386,1005,615.1043949,663.0684244,-10.74924183,2769.202986,2880.740257,-2481
48.51,-128.78,0.34311613,151,807.6814184,870.6620372,-13.25694942,2705.016404,2813.802821,-2526
48.51,-128.78,0.34311613,189,807.6814184,870.6620372,-13.25694942,2705.016404,2813.802821,-2526
48.51,-128.77,0.34311613,120,807.6814184,870.6620372,-13.25694942,2705.016404,2813.802821,-2533
48.51,-128.77,0.34311613,203,807.6814184,870.6620372,-13.25694942,2705.016404,2813.802821,-2533
48.5,-128.76,0.34311613,299,807.6814184,870.6620372,-13.25694942,2705.016404,2813.802821,-2533
48.5,-128.76,0.34311613,320,807.6814184,870.6620372,-13.25694942,2705.016404,2813.802821,-2533
48.5,-128.75,0.34311613,246,807.6814184,870.6620372,-13.25694942,2705.016404,2813.802821,-2529
48.49,-128.74,0.59159386,206,615.1043949,663.0684244,-10.74924183,2769.202986,2880.740257,-2520
48.49,-128.73,0.59159386,341,615.1043949,663.0684244,-10.74924183,2769.202986,2880.740257,-2523
48.49,-128.73,0.59159386,395,615.1043949,663.0684244,-10.74924183,2769.202986,2880.740257,-2523
48.49,-128.72,0.59159386,390,615.1043949,663.0684244,-10.74924183,2769.202986,2880.740257,-2500
48.48,-128.72,0.59159386,570,615.1043949,663.0684244,-10.74924183,2769.202986,2880.740257,-2476
48.48,-128.71,0.59159386,744,615.1043949,663.0684244,-10.74924183,2769.202986,2880.740257,-2447
48.45,-128.72,0.59159386,774,615.1043949,663.0684244,-10.74924183,2769.202986,2880.740257,-2447
48.45,-128.72,0.59159386,1073,615.1043949,663.0684244,-10.74924183,2769.202986,2880.740257,-2447
48.46,-128.71,0.59159386,2894,615.1043949,663.0684244,-10.74924183,2769.202986,2880.740257,-2447
48.46,-128.71,0.59159386,1528,615.1043949,663.0684244,-10.74924183,2769.202986,2880.740257,-2447
48.45,-128.7,0.59159386,1313,615.1043949,663.0684244,-10.74924183,2769.202986,2880.740257,-2461
48.45,-128.7,0.59159386,729,615.1043949,663.0684244,-10.74924183,2769.202986,2880.740257,-2461
48.44,-128.69,0.79336768,581,531.1576085,572.5757148,-10.74924183,2811.749163,2925.109842,-2476
48.44,-128.69,0.79336768,605,531.1576085,572.5757148,-10.74924183,2811.749163,2925.109842,-2476
48.44,-128.69,0.79336768,707,531.1576085,572.5757148,-10.74924183,2811.749163,2925.109842,-2476
48.44,-128.68,0.79336768,1507,531.1576085,572.5757148,-10.74924183,2811.749163,2925.109842,-2473
48.43,-128.68,0.79336768,3200,531.1576085,572.5757148,-10.74924183,2811.749163,2925.109842,-2481
48.43,-128.68,0.79336768,2129,531.1576085,572.5757148,-10.74924183,2811.749163,2925.109842,-2481
48.43,-128.67,0.79336768,883,531.1576085,572.5757148,-10.74924183,2811.749163,2925.109842,-2479
48.43,-128.67,0.79336768,684,531.1576085,572.5757148,-10.74924183,2811.749163,2925.109842,-2479
48.43,-128.67,0.79336768,556,531.1576085,572.5757148,-10.74924183,2811.749163,2925.109842,-2479
48.43,-128.66,0.79336768,466,531.1576085,572.5757148,-10.74924183,2811.749163,2925.109842,-2477
48.4,-128.73,0.79336768,841,531.1576085,572.5757148,0.947541118,2811.749163,2925.109842,-2458
48.4,-128.73,0.79336768,677,531.1576085,572.5757148,0.947541118,2811.749163,2925.109842,-2458
48.4,-128.72,0.79336768,995,531.1576085,572.5757148,0.947541118,2811.749163,2925.109842,-2471
48.4,-128.72,0.79336768,772,531.1576085,572.5757148,0.947541118,2811.749163,2925.109842,-2471
48.4,-128.72,0.79336768,659,531.1576085,572.5757148,0.947541118,2811.749163,2925.109842,-2471
48.4,-128.71,0.79336768,654,531.1576085,572.5757148,0.947541118,2811.749163,2925.109842,-2478
48.4,-128.7,0.79336768,683,531.1576085,572.5757148,0.947541118,2811.749163,2925.109842,-2478
48.4,-128.7,0.79336768,687,531.1576085,572.5757148,0.947541118,2811.749163,2925.109842,-2478
48.4,-128.69,0.79336768,616,531.1576085,572.5757148,0.947541118,2811.749163,2925.109842,-2479
48.4,-128.69,0.79336768,631,531.1576085,572.5757148,0.947541118,2811.749163,2925.109842,-2479
48.39,-128.68,0.79336768,788,531.1576085,572.5757148,0.947541118,2811.749163,2925.109842,-2469
48.39,-128.68,0.79336768,690,531.1576085,572.5757148,0.947541118,2811.749163,2925.109842,-2469
48.39,-128.67,0.79336768,589,531.1576085,572.5757148,0.947541118,2811.749163,2925.109842,-2470
48.39,-128.66,0.79336768,648,531.1576085,572.5757148,0.947541118,2811.749163,2925.109842,-2425
48.39,-128.66,0.79336768,686,531.1576085,572.5757148,0.947541118,2811.749163,2925.109842,-2425
48.39,-128.65,0.79336768,548,531.1576085,572.5757148,0.947541118,2811.749163,2925.109842,-2409
48.39,-128.64,1.033847,699,465.2994327,501.5821124,0.947541118,2855.873935,2971.125675,-2430
48.39,-128.64,1.033847,787,465.2994327,501.5821124,0.947541118,2855.873935,2971.125675,-2430
48.39,-128.63,1.033847,902,465.2994327,501.5821124,0.947541118,2855.873935,2971.125675,-2373
48.39,-128.63,1.033847,534,465.2994327,501.5821124,0.947541118,2855.873935,2971.125675,-2373
48.38,-128.62,1.033847,465,465.2994327,501.5821124,2.668863773,2855.873935,2971.125675,-2430
48.38,-128.61,1.033847,355,465.2994327,501.5821124,2.668863773,2855.873935,2971.125675,-2442
48.38,-128.61,1.033847,304,465.2994327,501.5821124,2.668863773,2855.873935,2971.125675,-2442
48.4,-128.84,0.53057241,1319,649.5137174,700.1608847,-3.627408266,2754.941405,2865.867466,-2347
48.4,-128.83,0.53057241,1429,649.5137174,700.1608847,-3.627408266,2754.941405,2865.867466,-2372
48.39,-128.83,0.53057241,1497,649.5137174,700.1608847,-3.627408266,2754.941405,2865.867466,-2384
48.39,-128.82,0.53057241,952,649.5137174,700.1608847,-3.627408266,2754.941405,2865.867466,-2408
48.39,-128.82,0.53057241,865,649.5137174,700.1608847,-3.627408266,2754.941405,2865.867466,-2408
48.39,-128.81,0.53057241,763,649.5137174,700.1608847,-3.627408266,2754.941405,2865.867466,-2421
48.39,-128.79,0.53057241,602,649.5137174,700.1608847,-3.627408266,2754.941405,2865.867466,-2425
48.38,-128.79,0.53057241,598,649.5137174,700.1608847,-3.627408266,2754.941405,2865.867466,-2423
48.39,-128.78,0.53057241,586,649.5137174,700.1608847,-3.627408266,2754.941405,2865.867466,-2419
48.39,-128.77,0.53057241,539,649.5137174,700.1608847,-3.627408266,2754.941405,2865.867466,-2427
48.39,-128.77,0.53057241,510,649.5137174,700.1608847,-3.627408266,2754.941405,2865.867466,-2427
48.39,-128.76,0.53057241,487,649.5137174,700.1608847,-3.627408266,2754.941405,2865.867466,-2437
48.39,-128.75,0.53057241,530,649.5137174,700.1608847,-3.627408266,2754.941405,2865.867466,-2445
48.39,-128.73,0.79336768,914,531.1576085,572.5757148,0.947541118,2811.749163,2925.109842,-2461
48.39,-128.72,0.79336768,758,531.1576085,572.5757148,0.947541118,2811.749163,2925.109842,-2473
48.39,-128.72,0.79336768,666,531.1576085,572.5757148,0.947541118,2811.749163,2925.109842,-2473
48.39,-128.71,0.79336768,620,531.1576085,572.5757148,0.947541118,2811.749163,2925.109842,-2481
48.39,-128.71,0.79336768,553,531.1576085,572.5757148,0.947541118,2811.749163,2925.109842,-2481
48.44,-128.76,0.53057241,573,649.5137174,700.1608847,-13.25694942,2754.941405,2865.867466,-2464
48.44,-128.76,0.53057241,559,649.5137174,700.1608847,-13.25694942,2754.941405,2865.867466,-2464
48.44,-128.75,0.53057241,594,649.5137174,700.1608847,-13.25694942,2754.941405,2865.867466,-2461
48.44,-128.75,0.53057241,641,649.5137174,700.1608847,-13.25694942,2754.941405,2865.867466,-2461
48.44,-128.74,0.79336768,567,531.1576085,572.5757148,-10.74924183,2811.749163,2925.109842,-2446
48.44,-128.73,0.79336768,661,531.1576085,572.5757148,-10.74924183,2811.749163,2925.109842,-2436
48.44,-128.72,0.79336768,704,531.1576085,572.5757148,-10.74924183,2811.749163,2925.109842,-2449
48.44,-128.72,0.79336768,812,531.1576085,572.5757148,-10.74924183,2811.749163,2925.109842,-2449
48.44,-128.7,0.79336768,857,531.1576085,572.5757148,-10.74924183,2811.749163,2925.109842,-2465
48.44,-128.7,0.79336768,653,531.1576085,572.5757148,-10.74924183,2811.749163,2925.109842,-2465
48.44,-128.69,0.79336768,594,531.1576085,572.5757148,-10.74924183,2811.749163,2925.109842,-2476
48.44,-128.69,0.79336768,637,531.1576085,572.5757148,-10.74924183,2811.749163,2925.109842,-2476
48.44,-128.68,0.79336768,1665,531.1576085,572.5757148,-10.74924183,2811.749163,2925.109842,-2473
48.44,-128.68,0.79336768,2298,531.1576085,572.5757148,-10.74924183,2811.749163,2925.109842,-2473
48.44,-128.67,0.79336768,727,531.1576085,572.5757148,-10.74924183,2811.749163,2925.109842,-2478
48.44,-128.66,0.79336768,419,531.1576085,572.5757148,-10.74924183,2811.749163,2925.109842,-2475
48.44,-128.65,0.79336768,218,531.1576085,572.5757148,-10.74924183,2811.749163,2925.109842,-2471
48.44,-128.63,1.033847,290,465.2994327,501.5821124,-10.74924183,2855.873935,2971.125675,-2365
48.29,-128.69,0.80387408,532,527.6751548,568.8217096,-1.013275385,2813.806588,2927.255442,-2472
48.3,-128.7,0.80387408,1101,527.6751548,568.8217096,-1.013275385,2813.806588,2927.255442,-2447
48.31,-128.7,0.80387408,387,527.6751548,568.8217096,0.947541118,2813.806588,2927.255442,-2479
48.32,-128.71,0.80387408,278,527.6751548,568.8217096,0.947541118,2813.806588,2927.255442,-2486
48.32,-128.71,0.80387408,325,527.6751548,568.8217096,0.947541118,2813.806588,2927.255442,-2486
48.33,-128.72,0.80387408,322,527.6751548,568.8217096,0.947541118,2813.806588,2927.255442,-2492
48.34,-128.72,0.80387408,395,527.6751548,568.8217096,0.947541118,2813.806588,2927.255442,-2494
48.34,-128.73,0.80387408,422,527.6751548,568.8217096,0.947541118,2813.806588,2927.255442,-2486
