long,lat,FA,age,q_ihfc,q_ps,q_stein,ps_z,stein_z,bathy
-125.88333625099956,42.066667507999895,-3.56969690322876,4.490517786174099,2897.3758686060914,223.26078557325576,240.67000425771434,3241.6794650024544,9960.133745600264,-2783.983634034429
-125.88333625099956,42.18333417699989,4.88284969329834,4.298233177180973,3542.3500149768465,228.20001726699385,245.99438269573494,3225.6263254628166,9343.305082578023,-2729.9988171841756
-125.88333625099956,42.30000084599989,9.889602661132812,4.229515852686541,3683.0341549822656,230.04634123808538,247.9846775737305,3219.802536779429,9129.413587066267,-2690.4994538720744
-125.88333625099956,42.41666751499989,19.295108795166016,4.174942736128738,3765.9944181595006,231.54499478326468,249.60019170969056,3215.143681490489,8962.00360023325,-2433.494693456724
-125.88333625099956,42.53333418399989,19.219554901123047,4.120369619570933,3848.95468133674,233.073324456749,251.24769603106174,3210.454276077947,8796.767717687337,-2453.9920290892046
-125.88333625099956,42.65000085299988,7.713208198547363,4.065796503013135,3931.914944513969,234.63232277250663,252.9282604451292,3205.7337115506875,8633.70593942855,-2834.003059647542
-125.88333625099956,42.76666752199988,4.340287208557129,4.011223386455333,4014.875207691204,236.2230293472881,254.6430056348966,3200.9813584117474,8472.818265456859,-2881.5096172465205
-125.88333625099956,42.88333419099988,-10.336356163024902,3.9566502698975268,4097.835470868444,237.84653381424926,256.39310619990493,3196.1965656784346,8314.104695772261,-2974.476395763636
-125.88333625099956,43.00000085999987,-22.066518783569336,4.128480698264273,3948.923790159444,232.84425646961319,251.0007659967625,3211.1532082029676,8821.18879971834,-3075.5013267837985
-125.88333625099956,43.11666752899987,-29.169397354125977,4.393964548552757,3704.0966457600325,225.70042905544608,243.29988395529963,3233.6624954280496,9647.02742568753,-3056.9996529920527
-125.88333625099956,43.233334197999866,-27.4497184753418,4.659448398841242,3459.2695013606217,219.17620641798098,236.26692164664647,3255.501441996011,10524.317674234439,-3055.501452639774
-125.88333625099956,43.35000086699986,-33.50782012939453,4.924932249129728,3214.44235696121,213.18690702582538,229.8105943229309,3276.726593157716,11453.059545359069,-3074.9979712963104
-125.88333625099956,43.46666753599986,-34.68131637573242,5.190416099418212,2969.6152125617987,207.6632140211431,223.85618000184095,3297.386965142227,12433.253039061416,-3068.5017520317356
-125.88333625099956,43.58333420499986,-26.352924346923828,5.455899949706696,2724.788068162388,202.54776724442755,218.34184574752433,3317.525378100931,13464.898155341478,-3046.4993689120943
-125.88333625099956,43.700000873999855,-29.53240776062012,5.721383799995182,2479.960923762976,197.79263582902203,213.2159231854713,3337.1795001667265,14547.99489419927,-3052.9961508646047
-125.88333625099956,43.81666754299985,-29.007518768310547,5.986867650283667,2235.1337793635653,193.3574145151955,208.43485637276717,3356.382675653676,15682.543255634773,-3033.0027306875877
-125.88333625099956,43.93333421199985,-26.49077796936035,6.252351500572152,1990.3066349641538,189.20776957304903,203.9616343363487,3375.1645895602087,16868.543239647996,-3008.498176144294
-125.88333625099956,44.050000880999846,-27.19021415710449,6.517835350860636,1745.4794905647423,185.31431399825263,199.76457855981593,3393.5518062655506,18105.994846238937,-2993.4998599520213
-125.88333625099956,44.16666754999984,-27.74599266052246,6.783319201149122,1500.6523461653308,181.65172733966077,195.81639417779726,3411.568210361006,19394.898075407604,-3008.501052287834
-125.88333625099956,44.28333421899984,-30.48251724243164,7.0488030514376065,1255.8252017659195,178.19805966885477,192.09341967108583,3429.235370506906,20735.252927153982,-2952.4997874400387
-125.88333625099956,44.40000088799984,-33.83877182006836,7.35757954057437,947.1410149807067,174.41875254753856,188.0194133083341,3449.3700509918986,22358.901493995672,-2931.5008463838567
